Id,Title,URL,Date,Description,Categories,Image URL,Source
57,"Campeona mundial de boxeo, negra y ‘queer’: todo lo que molesta injustamente de la nueva estrella de ‘True Detective’",,No Publication Date,"A los 37 años, su papel en la nueva temporada de ‘True Detective, Noche Polar’, ha alzado a esta campeona del ring como la última gran revelación de Hollywood","['True Detective', 'Televisión', 'Actrices', 'Boxeo', 'Series crímenes', 'Hollywood', 'HBO', 'Jodie Foster', 'Lesbianas']",,El País
58,Detrás del maquillaje de ‘La sociedad de la nieve’: “Bayona descartó planos de cerebros sacados de cabezas cortadas porque los sintió insoportables”,,No Publication Date,"Ana López-Puigcerver, David Martí y Montse Ribé aspiran al Goya y al Oscar por su trabajo en la película que recrea la supervivencia de 16 hombres en el accidente aéreo de los Andes de 1972  ","['Cultura', 'Premios Goya', 'Premios Oscar', 'Juan Antonio Bayona', 'Maquillaje', 'Peluquería', 'Netflix', 'Cine', 'Películas']",,El País
59,Esperanza entre cenizas: los árboles que sobrevivieron al incendio en el Jardín botánico de Viña del Mar,,No Publication Date,"Aunque la superficie quemada alcanza un 90%, gran parte de las especies cultivadas se mantienen en pie, como unos árboles donados por Japón que sobrevivieron también a la bomba atómica de Hiroshima","['Desarrollo sostenible', 'Economía sostenible', 'América', 'Chile', 'Incendios', 'Jardines botánicos', 'Especies', 'Incendios forestales']",,El País
60,Tras los pasos salmantinos del detective Miguel de Unamuno: la novela negra española tiene un nuevo antihéroe,,No Publication Date,"Luis García Jambrina convierte al filósofo en un original investigador en ‘El primer caso de Unamuno’, una obra híbrida que se mete en el corazón de la Salamanca de 1905 ","['Cultura', 'Libros', 'Novela', 'Novela negra', 'Novela histórica', 'Novela policíaca', 'Salamanca', 'Miguel de Unamuno', 'Literatura', 'Literatura española']",,El País
61,‘Final Fantasy VII Rebirth’: el renacer de la historia más grande jamás jugada,,No Publication Date,La segunda parte del extraordinario juego de hace 27 años apunta a ser uno de los títulos del año,"['Final Fantasy', 'Final Fantasy VII', 'Kingdom Hearts', 'Videojuegos', 'Cultura', 'Final Fantasy VII Rebirth', 'Juegos tácticos', 'Videojuegos acción']",,El País
62,¿Eran inteligentes los neandertales? Nuevos hallazgos revelan detalles sobre su comportamiento,,No Publication Date,"Nos han fascinado desde que identificamos sus restos por primera vez. Hoy en día, gracias a nuevos artefactos y tecnologías, los descubrimientos sobre nuestros parientes más cercanos son cada vez más numerosos",['Ciencia'],,El País
63,Disparos láser y ondas de choque: el futuro de las armas se acerca a los robots asesinos,,No Publication Date,La evolución tecnológica aprovecha el intencionado vacío regulador para crear herramientas de destrucción inéditas que ya rozan la autonomía,"['Armamento', 'Tecnología', 'Armas de fuego', 'Industria armamentística', 'Inteligencia artificial', 'Robots', 'Guerra', 'Defensa', 'Láser']",,El País
64,Cinco películas para hablar con niños sobre discapacidad ,,No Publication Date,El cine es una herramienta insuperable para ofrecer a los menores los primeros contactos con la inteligencia emocional. Entender la diversidad a través de las historias de ficción a edades tempranas les convertirá en el futuro en adultos más empáticos,"['Películas', 'Discapacidad', 'Niños', 'Cine', 'Padres', 'Madres', 'Hijos', 'Parentesco', 'Familia', 'Infancia', 'Sociedad', 'Niñas', 'Crianza hijos', 'Ocio']",,El País
65,Hèctor Parra estrena a Ginebra una òpera sobre l’accident d’una multinacional suïssa a les mines del Congo ,,No Publication Date,Un camió carregat d’àcid sulfúric va causar la mort de 21 persones el febrer del 2019 a la província de Katanga,"['Música', 'Ópera', 'Crítica', 'Crítica musical', 'Ginebra', 'Suiza', 'República Democrática del Congo', 'Accidentes', 'Accidentes minería', 'Empresas multinacionales', 'Muertes']",,El País
66,Todos nos alegramos por Ricky Rubio,,No Publication Date,"El jugador nos ha enseñado con su ejemplo que no pasa nada: no pasa nada por parar, no pasa nada por pedir ayuda, no pasa nada por renunciar a aquello en lo que has trabajado toda tu vida","['Baloncesto', 'Jugadores baloncesto', 'Competiciones', 'Deportes', 'Ricky Rubio', 'FC Barcelona baloncesto', 'Salud mental']",,El País
67,"Beñat Prados, la sorpresa del Athletic que llegó de la Txantrea",,No Publication Date,El centrocampista navarro ha encandilado a la afición de San Mamés tras su irrupción en el primer equipo rojiblanco,"['Beñat Prados', 'Athletic', 'Copa Rey Fútbol', 'Fútbol', 'Futbolistas', 'Entrenadores', 'Competiciones', 'Deportes', 'Clubes fútbol']",,El País
68,"Los trabajadores catalanes están de baja médica 7,5 horas al mes de media, el doble que hace diez años",,No Publication Date,Un informe de la patronal de pequeñas y medianas empresas muestra que la incidencia del absentismo por enfermedad común en Cataluña es la mayor de España solo por detrás de Navarra,"['Cataluña', 'Absentismo laboral', 'Trabajo', 'Empleo', 'Enfermedades', 'Bajas laborales', 'Pimec']",,El País
69,"El triple homicida de Ciutat Vella, condenado ahora por agredir a cinco funcionarios de prisiones",,No Publication Date,John Musetescu causó heridas y lesiones a diversos trabajadores mientras se negaba a recibir a su familia cuando estaba en prisión preventiva,"['Cataluña', 'Sucesos', 'Prisiones', 'Agresiones físicas', 'Homicidios', 'Barcelona']",,El País
70,Multado un vecino de Esponellà (Girona) por gastar 56 veces más agua que la media del municipio,,No Publication Date,El Ayuntamiento le ha sancionado con 3.000 euros y le ha advertido de que lo echará de la red municipal si no toma medidas,"['Cataluña', 'Sequía', 'Agua', 'Consumo agua', 'Cambio climático', 'Piscinas', 'Ayuntamientos', 'Girona', 'Pla de L’Estany', 'Sanciones']",,El País
71,‘Sangre y dinero’: la estafa del siglo inspira la comedia humana de la Francia actual,,No Publication Date,"El cineasta Xavier Giannoli y el actor Vincent Lindon se basan en hechos reales para construir una serie de ficción que, como los relatos de Balzac, observa las pasiones de todo un país (y un continente)","['Televisión', 'Series televisión', 'Series drama', 'Francia', 'Filmin', 'Plataformas digitales', 'Estafas', 'Cultura', 'Series europeas']",,El País
72,Tres turistas estadounidenses han muerto en Medellín en los últimos cinco días,,No Publication Date,"Desde el sábado, las autoridades han encontrado a dos norteamericanos sin vida en las habitaciones que alquilaban; las causas de los fallecimientos se desconocen. Uno más se cayó del balcón de un Airbnb","['Colombia', 'América', 'Latinoamérica', 'Medellín', 'Antioquia', 'Turismo', 'Tinder', 'Drogas', 'Estados Unidos']",,El País
73,La ‘operación Sagunto’ consigue aparcar la tensión interna por el agua en Cataluña,,No Publication Date,"La medida de traer agua de la desaladora valenciana a Barcelona aplaza un hipotético envío en navieras desde el río Ebro, del que bebe Tarragona","['Cataluña', 'Sequía', 'Emergencia climática', 'Agua', 'Cambio climático', 'ERC', 'Pere Aragonès', 'Generalitat Cataluña', 'Barcelona']",,El País
74,El duelo entre Atlético de Madrid y Athletic en la Copa del rey y otras cuatro sugerencias para ver hoy en la televisión,,No Publication Date,"La gala que elige a la Reina del Carnaval de Tenerife, una nueva cita con la serie documental ‘En guardia: mujeres contra el crimen’ y un clásico inolvidable del cine musical, ‘Siempre hace buen tiempo’, entre las propuestas televisivas de este martes.","['Televisión', 'Programación', 'Programa televisión', 'Stanley Donen', 'Gene Kelly', 'Cuatro', 'Jacques Tourneur', 'Carnaval Santa Cruz de Tenerife', 'Atlético Madrid', 'Athletic']",,El País
75,La encrucijada de la derecha,,No Publication Date,"Los líderes más llamativos de la derecha han ido arrinconando y estigmatizando a la derecha moderada, a la que acusan de vergonzante e ineficaz","['Colombia', 'América', 'Latinoamérica', 'Opinión', 'Populismo', 'Nayib Bukele', 'Donald Trump', 'Marine Le Pen', 'Javier Milei', 'Política', 'Extrema derecha', 'Elecciones', 'Elecciones El Salvador']",,El País
76,"‘Los enviados’, dos sacerdotes que investigan milagros",,No Publication Date,Juan José Campanella ha conseguido un estupendo entretenimiento con dos actores más que estimables,"['Televisión', 'Series televisión', 'Juan José Campanella', 'Miguel Ángel Silvestre', 'Galicia', 'SkyShowtime', 'Series suspense', 'Opinión']",,El País
77,"Atlético-Athletic, desafío total entre dos clubes muy coperos",,No Publication Date,Ambos equipos disputan la ida de  las semifinales de Copa bajo el respeto que Simeone y Valverde se tienen,"['Fútbol', 'Futbolistas', 'Entrenadores', 'Competiciones', 'Deportes', 'Atlético Madrid', 'Athletic', 'Clubes fútbol', 'Estadios fútbol', 'Simeone', 'Copa Rey Fútbol']",,El País
78,"De golpe blando a ruptura institucional, ¿de qué habla Petro cuando denuncia conspiraciones para sacarlo del poder?",,No Publication Date,Expertos coinciden en que la suspensión del canciller Álvaro Leyva por parte de la Procuraduría y la investigación de los dineros de campaña del presidente no implican un rompimiento institucional  ,"['Colombia', 'América', 'Latinoamérica', 'Gobierno Colombia', 'Gustavo Petro', 'Francisco Barbosa', 'Fiscalia General de la Nación', 'Margarita Cabello', 'Procuraduria General de la Nacion', 'Justicia', 'Justicia colombiana']",,El País
79,El impactante regreso de Reinildo tras casi un año lesionado,,No Publication Date,El central mozambiqueño se presenta al duelo con el Athletic como el defensa ideal para frenar a los hermanos Williams,"['Fútbol', 'Futbolistas', 'Entrenadores', 'Competiciones', 'Deportes', 'Atlético Madrid', 'Clubes fútbol', 'Copa Rey Fútbol', 'Simeone', 'Reinildo Mandava', 'Athletic', 'Mario Hermoso']",,El País
80,La política de seguridad del pastor Beltrán en Bucaramanga queda en manos de un militar que apoyó a Petro,,No Publication Date,"Gildardo Rayo, coronel retirado del Ejército, está encargado del principal proyecto del alcalde de la capital santandereana, conocido por sus críticas al presidente de izquierda y su admiración por Nayib Bukele","['Colombia', 'América', 'Latinoamérica', 'Bucaramanga', 'Santander', 'Cristianismo', 'Protestantismo', 'Gustavo Petro', 'Ejército Nacional Colombia', 'Pacto Histórico Colombia']",,El País
81,Cañas de Carnaval rellenas de crema pastelera,,No Publication Date,"No hace falta disfrazarse para disfrutar de esta flor de sartén crujiente, con un relleno untuoso y el punto justo de dulzura para no empalagar","['Recetas cocina', 'Postres', 'Dulces', 'Cocina tradicional', 'Crema Pastelera', 'Masas', 'Carnavales']",,El País
82,"El revés de 12 fiscales del TS debilita a García Ortiz ante el Gobierno y revela otra ""maniobra"" en el 'caso Puigdemont'",,No Publication Date,"El segundo informe de Redondo en el que se negaba la existencia de terrorismo fue rechazado por abrumadora mayoría en la Junta de Fiscales&nbsp;<a href=""https://www.elmundo.es/espana/2024/02/06/65c27c93e4d4d83f518b45b3.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Amnistía', 'Tribunal Supremo', 'Álvaro García Ortiz', 'Pedro Sánchez', 'Carles Puigdemont', 'Artículos Ángela Martialay']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
83,Los tres peones que quisieron salvar a Puigdemont en el Supremo y la jefa que decidirá,,No Publication Date,"La teniente fiscal del Alto Tribunal escogida por Delgado tendrá la última palabra sobre la calificación de terrorismo en la causa de Tsunami Democràtic&nbsp;<a href=""https://www.elmundo.es/espana/2024/02/06/65c27df721efa00b2c8b45a1.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Amnistía', 'Tribunal Supremo', 'Carles Puigdemont', 'Pedro Sánchez', 'Artículos Manuel Marraco']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
84,Dudas en el Gobierno de su plan para convencer a Puigdemont tras la decisión de los fiscales y la oferta para acotar las investigaciones judiciales,,No Publication Date,"No saben si la oferta para reformar la Lecrim será suficiente y admiten que la decisión de los fiscales lo complica todo&nbsp;<a href=""https://www.elmundo.es/espana/2024/02/06/65c27f45e85ecea20d8b4584.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Junts per Catalunya', 'PSOE', 'Carles Puigdemont', 'Pedro Sánchez', 'Amnistía', 'Artículos Raúl Piña']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
85,"La virulencia de la revuelta del campo desborda al Gobierno: ""Si coméis es gracias a nosotros""",,No Publication Date,"El 15M agrario corta autovías, colapsa el tráfico y amenaza centros logísticos. Protestan por los precios, el excesivo rigor medioambiental y la burocracia&nbsp;<a href=""https://www.elmundo.es/economia/2024/02/06/65c2901fe4d4d8e30c8b45d3.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>",['Agricultura'],http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
86,"Así forzó Macron el freno de la ""economía punitiva"" verde de Europa",,No Publication Date,"El presidente francés sofoca en casa la revuelta de sus agricultores haciendo concesiones y empuja a la UE a ir detrás&nbsp;<a href=""https://www.elmundo.es/economia/macroeconomia/2024/02/06/65c2719ce85ece99788b458a.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>",['Artículos Raquel Villaécija'],http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
87,"D. O. Jácome: el partido ""del cielo"", ""del diablo"", ""del cochecito"" y ""la llave"" de la Xunta",,No Publication Date,"Democracia Ourensana, la formación del rupturista alcalde de Orense, busca su primer diputado regional y lo ofrece a todos, del PP al BNG-PSOE&nbsp;<a href=""https://www.elmundo.es/elecciones/elecciones-galicia/2024/02/06/65c2580421efa03a608b456d.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Galicia', 'Xunta de Galicia', 'Elecciones Galicia']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
88,"Vida y muerte de Kira, la niña que se quitó la vida con 15 años: ""Llegó a casa diciendo que no merecía existir""",,No Publication Date,"Estos días, Kira López habría cumplido 18 años. Pero el 19 de mayo de 2021 se suicidó cuando tenía 15. La demanda civil contra el colegio que este mes presentan sus padres culpa al centro del acoso sufrido. ""Era humillada y obligada a hacer cosas""&nbsp;<a href=""https://www.elmundo.es/papel/historias/2024/02/06/65c10479fc6c83225b8b45d1.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Artículos Pedro Simón', 'Acoso escolar', 'Prevención Suicidio']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
89,Reparto de papeles en Buckingham Palace por el cáncer del rey Carlos III,,No Publication Date,"Carlos III se encuentra con Harry mientras el príncipe Guillermo y la princesa Ana le relevan en los actos públicos&nbsp;<a href=""https://www.elmundo.es/internacional/2024/02/07/65c2857e21efa0a9528b45b2.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['internacional', 'Mundo', 'Reino Unido', 'Europa', 'Artículos Carlos Fresneda']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
90,"Feijóo vaticina que el Gobierno ""caerá"" y Sánchez le replica: ""El PP es tóxico como el metanol""",,No Publication Date,"""Ocupándose sólo de la amnistía y obsesionándose con las noticias que llegan de Waterloo no hay quien aguante cuatro años"", ha dicho el lídero del PP&nbsp;<a href=""https://www.elmundo.es/espana/2024/02/07/65c33a52e9cf4a2d788b4580.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Amnistía', 'Alberto Núñez Feijóo', 'Pedro Sánchez', 'Artículos Marisa Cruz']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
91,"El letrado Galindo esgrime que no es ""un político"" para plantar a Europa tras dar vía libre a la Amnistía",,No Publication Date,"El letrado mayor del Congreso planta a la Comisión de Venecia con el voto a favor de PSOE y de Sumar&nbsp;<a href=""https://www.elmundo.es/espana/2024/02/06/65c280dee4d4d8e30c8b45cb.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Congreso de los Diputados', 'Amnistía', 'Junts per Catalunya', 'PSOE', 'Carles Puigdemont', 'Francina Armengol']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
92,El Gobierno vuelve a dejar fuera de su alivio de impuestos a ocho millones de contribuyentes de clase media trabajadora,,No Publication Date,"Hacienda centra su rebaja del IRPF en las rentas bajas y se olvida, una vez más, de los grandes pagadores del impuesto: los que declaran entre 22.000 y 60.000 euros&nbsp;<a href=""https://www.elmundo.es/economia/macroeconomia/2024/02/06/65c28748e9cf4a8c628b4595.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Artículos Daniel Viaña', 'Agencia Tributaria', 'Impuestos', 'Salario mínimo', 'Gobierno de España']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
93,"""Salten ustedes del helicóptero"": la última decisión de Sebastián Piñera antes de morir",,No Publication Date,"El ex presidente de Chile murió este martes a los 74 años al caer su helicóptero en el Lago Ranco, en el sur del país, donde tenía una residencia de vacaciones&nbsp;<a href=""https://www.elmundo.es/internacional/2024/02/07/65c326fae85ecef55b8b457a.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Sebastián Piñera', 'helicóptero', 'Accidentes Aéreos', 'Latinoamérica', 'Chile', 'internacional']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
94,Los bomberos hallan tres cadáveres bajo los escombros del edificio derrumbado en Badalona,,No Publication Date,"Los servicios de emergencias han trabajado toda la noche para localizar a tres vecinos del edificio que no aparecieron después del derrumbe&nbsp;<a href=""https://www.elmundo.es/cataluna/2024/02/07/65c327dfe85ece096b8b4570.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Cataluña', 'Badalona']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
95,La Defensora del pueblo elegida por los independentistas apercibe a la Generalitat por negar la atención en castellano,,No Publication Date,"La Síndica, elegida por ERC, Junts y el PSC, insta a «dar cobertura al derecho de elección lingüística»&nbsp;<a href=""https://www.elmundo.es/cataluna/2024/02/07/65c28053e85ece0c2e8b459c.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Generalitat de Cataluña', 'Lengua', 'Felipe Calderón - MX', 'Samuel García - MX', 'Xochitl Gálvez - MX', 'Vicente Fox - MX', 'Ricardo Anaya - MX', 'Clara Brugada - MX', 'Jorge Álvarez Máynez - MX', 'Cataluña', 'Carlos Salcedo - MX', 'Diego Reyes - MX', 'Emilio Lara - MX', 'PSOE', 'Gerardo Fernández Noroña - MX', 'GP Italia F1 - MX', 'GP Bélgica F1 - MX', 'GP Hungría F1 - MX', 'GP Austria F1 - MX', 'Europa', 'Sebastián Cáceres - MX', 'Constitución Española', 'Ministerio de Defensa', 'Héctor Moreno - MX', 'Igor Lichnovsky - MX', 'Jules Koundé - MX', 'Álvaro Morata - MX', 'Ferran Torres - MX', 'Kepa Arrizabalaga - MX', 'Dani Carvajal - MX', 'Gavi - MX', 'Pedri - MX', 'Sergio Ramos - MX', 'Israel Reyes - MX', 'Néstor Araujo - MX', 'Palestina - MX', 'EL MUNDO', 'ERC', 'PSC', 'Consejo General del Poder Judicial', 'Selección de Fútbol de Colombia - MX', 'Israel - MX', 'Selección de Fútbol de Ecuador - MX', 'Selección de Fútbol de Honduras - MX', 'GP España F1 - MX', 'Selección de Fútbol de Chile - MX', 'Selección de Fútbol de Paraguay - MX', 'Reinaldo Rueda - MX', 'Juan Carlos Cacho - MX', 'León Guanajuato - MX', 'Jalisco - MX', 'Nuevo León - MX', 'Acapulco - MX', 'Querétaro - MX', 'GP Mónaco F1 - MX', 'GP Singapur F1 - MX', 'GP Países Bajos F1 - MX', 'GP Gran Bretaña F1 - MX', 'poder', 'derecho', 'Mundo', 'Artículos Víctor Mondelo']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
96,"La extraña desaparición de Vicente, el vecino de Hinojal al que le tocó un millón en la lotería",,No Publication Date,"Sin noticias de él desde el 27 de enero, su familia descarta que se haya marchado voluntariamente: ""A mi hermano se lo han llevado y no se sabe qué han hecho con él""&nbsp;<a href=""https://www.elmundo.es/espana/2024/02/06/65c277cbe4d4d835258b45e5.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Sucesos', 'Desaparecidos', 'Guardia Civil', 'Cáceres', 'Lotería', 'Artículos Ana María Ortiz']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
97,Las alergias ya están aquí por culpa de la falta de lluvias y el buen tiempo,,No Publication Date,"Las consecuencias de disfrutar de las altas temperaturas en pleno invierno hacen mella en el organismo. Los sensibles a pólenes como el ciprés y la arizónica se 'enganchan' un mes a los antihistamínicos&nbsp;<a href=""https://www.elmundo.es/ciencia-y-salud/salud/2024/02/07/65c25e95fdddff30568b45c2.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Ciencia y Salud', 'salud', 'Enfermedades respiratorias', 'Enfermera Saturada']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
98,"Un campus futurista para dar vida al Ramón y Cajal: edificios de investigación, una torre de 100 metros y zonas de meditación",,No Publication Date,"Metrovacesa arranca un megaproyecto sobre los terrenos adyacentes a la antigua fábrica de Clesa que cambiarán por completo el entorno del hospital&nbsp;<a href=""https://www.elmundo.es/madrid/2024/02/07/65c24936fdddff767e8b45e8.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Madrid', 'Urbanismo', 'ciencia', 'Gráficos', 'Artículos Virginia Gómez']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
99,"Las nuevas Torres de Colón encuentran inquilino por un millón de euros al mes: ""Será el edificio más moderno de Madrid""",,No Publication Date,"Propiedad de Mutua Madrileña desde 1995, acogerá durante 12 años al bufete Garrigues y más de 700 personas. La reforma ha supuesto más de los 65 millones previstos inicialmente&nbsp;<a href=""https://www.elmundo.es/madrid/2024/02/07/65c287d4fc6c83cf288b45bf.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Artículos Carlos Guisasola', 'Madrid']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
100,Detienen al hombre que presuntamente asesinó a puñaladas a su pareja este martes en Alfás (Alicante),,No Publication Date,"El arrestado tiene dos hijos con otra mujer diferente y contaba con antecedentes por malos tratos a ésta&nbsp;<a href=""https://www.elmundo.es/comunidad-valenciana/alicante/2024/02/07/65c33813e9cf4aa2268b4579.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Alicante', 'Guardia Civil', 'hombre', 'mujer', 'crimen']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
