id,valor,sfecha,fecha,dispo_ident,tipomed_cod
683,15.34,,2023-12-09 23:57:56.977,2CF7F1C044300627,4097
684,15.34,,2023-12-09 23:52:40.670,2CF7F1C044300627,4097
685,15.34,,2023-12-09 23:47:57.223,2CF7F1C044300627,4097
686,15.37,,2023-12-09 23:42:46.630,2CF7F1C044300627,4097
687,15.34,,2023-12-09 23:37:44.750,2CF7F1C044300627,4097
688,15.35,,2023-12-09 23:32:40.720,2CF7F1C044300627,4097
689,15.35,,2023-12-09 23:27:36.767,2CF7F1C044300627,4097
690,15.36,,2023-12-09 23:22:40.960,2CF7F1C044300627,4097
691,15.33,,2023-12-09 23:17:46.863,2CF7F1C044300627,4097
692,15.34,,2023-12-09 23:12:42.870,2CF7F1C044300627,4097
693,15.34,,2023-12-09 23:07:45.160,2CF7F1C044300627,4097
694,15.35,,2023-12-09 23:02:47.153,2CF7F1C044300627,4097
695,15.36,,2023-12-09 22:57:55.613,2CF7F1C044300627,4097
696,15.33,,2023-12-09 22:52:56.690,2CF7F1C044300627,4097
697,15.36,,2023-12-09 22:48:04.260,2CF7F1C044300627,4097
698,15.36,,2023-12-09 22:47:55.220,2CF7F1C044300627,4097
699,15.36,,2023-12-09 22:43:02.390,2CF7F1C044300627,4097
700,15.36,,2023-12-09 22:42:52.033,2CF7F1C044300627,4097
701,15.33,,2023-12-09 22:37:55.093,2CF7F1C044300627,4097
702,15.33,,2023-12-09 22:32:39.260,2CF7F1C044300627,4097
703,15.33,,2023-12-09 22:27:47.213,2CF7F1C044300627,4097
704,15.36,,2023-12-09 22:22:47.423,2CF7F1C044300627,4097
705,15.35,,2023-12-09 22:17:45.433,2CF7F1C044300627,4097
706,15.34,,2023-12-09 22:12:45.527,2CF7F1C044300627,4097
707,15.34,,2023-12-09 22:07:43.687,2CF7F1C044300627,4097
708,15.35,,2023-12-09 22:02:53.307,2CF7F1C044300627,4097
709,15.32,,2023-12-09 21:57:43.633,2CF7F1C044300627,4097
710,15.34,,2023-12-09 21:52:37.530,2CF7F1C044300627,4097
711,15.32,,2023-12-09 21:47:45.947,2CF7F1C044300627,4097
712,15.34,,2023-12-09 21:42:37.647,2CF7F1C044300627,4097
713,15.33,,2023-12-09 21:37:45.840,2CF7F1C044300627,4097
714,15.34,,2023-12-09 21:32:39.933,2CF7F1C044300627,4097
715,15.32,,2023-12-09 21:27:37.983,2CF7F1C044300627,4097
716,15.34,,2023-12-09 21:22:47.967,2CF7F1C044300627,4097
717,15.35,,2023-12-09 21:17:58.330,2CF7F1C044300627,4097
718,15.3,,2023-12-09 21:12:39.920,2CF7F1C044300627,4097
719,15.3,,2023-12-09 21:07:47.987,2CF7F1C044300627,4097
720,15.33,,2023-12-09 21:02:38.003,2CF7F1C044300627,4097
721,15.3,,2023-12-09 20:57:42.107,2CF7F1C044300627,4097
722,15.28,,2023-12-09 20:52:40.133,2CF7F1C044300627,4097
723,15.3,,2023-12-09 20:47:44.293,2CF7F1C044300627,4097
724,15.3,,2023-12-09 20:43:02.757,2CF7F1C044300627,4097
725,15.3,,2023-12-09 20:42:54.007,2CF7F1C044300627,4097
726,15.31,,2023-12-09 20:37:48.260,2CF7F1C044300627,4097
727,15.27,,2023-12-09 20:32:54.910,2CF7F1C044300627,4097
728,15.28,,2023-12-09 20:27:51.890,2CF7F1C044300627,4097
729,15.29,,2023-12-09 20:22:46.367,2CF7F1C044300627,4097
730,15.29,,2023-12-09 20:17:52.663,2CF7F1C044300627,4097
731,15.29,,2023-12-09 20:12:58.900,2CF7F1C044300627,4097
732,15.3,,2023-12-09 20:08:03.557,2CF7F1C044300627,4097
733,15.3,,2023-12-09 20:07:53.410,2CF7F1C044300627,4097
734,15.31,,2023-12-09 20:03:04.700,2CF7F1C044300627,4097
735,15.31,,2023-12-09 20:02:54.123,2CF7F1C044300627,4097
736,15.32,,2023-12-09 19:57:55.737,2CF7F1C044300627,4097
737,15.28,,2023-12-09 19:53:07.340,2CF7F1C044300627,4097
738,15.28,,2023-12-09 19:52:57.603,2CF7F1C044300627,4097
739,15.3,,2023-12-09 19:47:42.913,2CF7F1C044300627,4097
740,15.32,,2023-12-09 19:43:06.530,2CF7F1C044300627,4097
741,15.32,,2023-12-09 19:42:48.847,2CF7F1C044300627,4097
742,15.28,,2023-12-09 19:37:59.270,2CF7F1C044300627,4097
743,15.27,,2023-12-09 19:33:04.763,2CF7F1C044300627,4097
744,15.27,,2023-12-09 19:32:54.457,2CF7F1C044300627,4097
745,15.3,,2023-12-09 19:27:57.087,2CF7F1C044300627,4097
746,15.28,,2023-12-09 19:22:49.880,2CF7F1C044300627,4097
747,15.27,,2023-12-09 19:17:56.190,2CF7F1C044300627,4097
748,15.26,,2023-12-09 19:12:43.317,2CF7F1C044300627,4097
749,15.27,,2023-12-09 19:07:43.153,2CF7F1C044300627,4097
750,15.27,,2023-12-09 19:02:49.227,2CF7F1C044300627,4097
751,15.28,,2023-12-09 18:57:49.377,2CF7F1C044300627,4097
752,15.27,,2023-12-09 18:52:48.347,2CF7F1C044300627,4097
753,15.26,,2023-12-09 18:48:07.003,2CF7F1C044300627,4097
754,15.26,,2023-12-09 18:47:58.283,2CF7F1C044300627,4097
755,15.25,,2023-12-09 18:42:49.420,2CF7F1C044300627,4097
756,15.26,,2023-12-09 18:37:56.830,2CF7F1C044300627,4097
757,15.24,,2023-12-09 18:32:58.807,2CF7F1C044300627,4097
758,15.23,,2023-12-09 18:28:02.137,2CF7F1C044300627,4097
759,15.23,,2023-12-09 18:27:53.420,2CF7F1C044300627,4097
760,15.25,,2023-12-09 18:22:52.037,2CF7F1C044300627,4097
761,15.22,,2023-12-09 18:17:48.907,2CF7F1C044300627,4097
762,15.22,,2023-12-09 18:12:41.837,2CF7F1C044300627,4097
763,15.22,,2023-12-09 18:07:58.650,2CF7F1C044300627,4097
764,15.22,,2023-12-09 18:02:49.803,2CF7F1C044300627,4097
765,15.2,,2023-12-09 17:57:49.827,2CF7F1C044300627,4097
766,15.19,,2023-12-09 17:53:04.563,2CF7F1C044300627,4097
767,15.19,,2023-12-09 17:52:55.703,2CF7F1C044300627,4097
768,15.17,,2023-12-09 17:47:47.943,2CF7F1C044300627,4097
769,15.19,,2023-12-09 17:42:49.407,2CF7F1C044300627,4097
770,15.19,,2023-12-09 17:37:56.800,2CF7F1C044300627,4097
771,15.18,,2023-12-09 17:32:58.570,2CF7F1C044300627,4097
772,15.18,,2023-12-09 17:27:48.430,2CF7F1C044300627,4097
773,15.17,,2023-12-09 17:22:50.337,2CF7F1C044300627,4097
774,15.17,,2023-12-09 17:17:49.637,2CF7F1C044300627,4097
775,15.17,,2023-12-09 17:12:50.287,2CF7F1C044300627,4097
776,15.16,,2023-12-09 17:07:59.423,2CF7F1C044300627,4097
777,15.16,,2023-12-09 17:03:00.950,2CF7F1C044300627,4097
778,15.16,,2023-12-09 17:02:51.347,2CF7F1C044300627,4097
779,15.15,,2023-12-09 16:57:53.677,2CF7F1C044300627,4097
780,15.15,,2023-12-09 16:52:46.603,2CF7F1C044300627,4097
781,15.14,,2023-12-09 16:47:40.517,2CF7F1C044300627,4097
782,15.15,,2023-12-09 16:42:50.570,2CF7F1C044300627,4097
783,15.15,,2023-12-09 16:37:52.853,2CF7F1C044300627,4097
784,15.14,,2023-12-09 16:32:44.683,2CF7F1C044300627,4097
785,15.12,,2023-12-09 16:27:56.113,2CF7F1C044300627,4097
786,15.11,,2023-12-09 16:22:47.010,2CF7F1C044300627,4097
787,15.11,,2023-12-09 16:17:48.857,2CF7F1C044300627,4097
788,15.09,,2023-12-09 16:13:00.687,2CF7F1C044300627,4097
789,15.09,,2023-12-09 16:12:50.993,2CF7F1C044300627,4097
790,15.09,,2023-12-09 16:07:40.907,2CF7F1C044300627,4097
791,15.08,,2023-12-09 16:02:50.957,2CF7F1C044300627,4097
792,15.07,,2023-12-09 15:58:05.323,2CF7F1C044300627,4097
793,15.07,,2023-12-09 15:57:55.040,2CF7F1C044300627,4097
794,15.03,,2023-12-09 15:52:49.190,2CF7F1C044300627,4097
795,15.0,,2023-12-09 15:48:03.107,2CF7F1C044300627,4097
796,15.0,,2023-12-09 15:47:53.420,2CF7F1C044300627,4097
797,15.04,,2023-12-09 15:42:54.013,2CF7F1C044300627,4097
798,15.01,,2023-12-09 15:37:58.953,2CF7F1C044300627,4097
799,14.99,,2023-12-09 15:32:59.060,2CF7F1C044300627,4097
800,14.96,,2023-12-09 15:27:50.067,2CF7F1C044300627,4097
801,14.96,,2023-12-09 15:22:41.480,2CF7F1C044300627,4097
802,14.98,,2023-12-09 15:17:59.477,2CF7F1C044300627,4097
803,14.95,,2023-12-09 15:12:59.877,2CF7F1C044300627,4097
804,14.93,,2023-12-09 15:08:03.280,2CF7F1C044300627,4097
805,14.93,,2023-12-09 15:07:54.560,2CF7F1C044300627,4097
806,14.94,,2023-12-09 15:02:58.713,2CF7F1C044300627,4097
807,14.93,,2023-12-09 14:58:02.053,2CF7F1C044300627,4097
808,14.93,,2023-12-09 14:57:52.313,2CF7F1C044300627,4097
809,14.87,,2023-12-09 14:53:02.457,2CF7F1C044300627,4097
810,14.87,,2023-12-09 14:52:53.637,2CF7F1C044300627,4097
811,14.89,,2023-12-09 14:47:51.687,2CF7F1C044300627,4097
812,14.87,,2023-12-09 14:42:47.830,2CF7F1C044300627,4097
813,14.86,,2023-12-09 14:38:06.323,2CF7F1C044300627,4097
814,14.86,,2023-12-09 14:37:56.550,2CF7F1C044300627,4097
815,14.84,,2023-12-09 14:32:45.893,2CF7F1C044300627,4097
816,14.85,,2023-12-09 14:28:08.680,2CF7F1C044300627,4097
817,14.85,,2023-12-09 14:27:59.290,2CF7F1C044300627,4097
818,14.84,,2023-12-09 14:22:55.760,2CF7F1C044300627,4097
819,14.84,,2023-12-09 14:18:10.863,2CF7F1C044300627,4097
820,14.84,,2023-12-09 14:17:51.953,2CF7F1C044300627,4097
821,14.79,,2023-12-09 14:13:03.680,2CF7F1C044300627,4097
822,14.79,,2023-12-09 14:12:53.677,2CF7F1C044300627,4097
823,14.81,,2023-12-09 14:07:42.063,2CF7F1C044300627,4097
824,14.82,,2023-12-09 14:02:46.120,2CF7F1C044300627,4097
825,14.83,,2023-12-09 13:57:55.853,2CF7F1C044300627,4097
826,14.8,,2023-12-09 13:52:48.373,2CF7F1C044300627,4097
827,14.8,,2023-12-09 13:48:00.897,2CF7F1C044300627,4097
828,14.8,,2023-12-09 13:47:52.290,2CF7F1C044300627,4097
829,14.8,,2023-12-09 13:43:04.413,2CF7F1C044300627,4097
830,14.8,,2023-12-09 13:42:55.013,2CF7F1C044300627,4097
831,14.83,,2023-12-09 13:38:08.653,2CF7F1C044300627,4097
832,14.83,,2023-12-09 13:37:59.490,2CF7F1C044300627,4097
833,14.79,,2023-12-09 13:33:10.110,2CF7F1C044300627,4097
834,14.8,,2023-12-09 13:28:09.940,2CF7F1C044300627,4097
835,14.8,,2023-12-09 13:27:52.437,2CF7F1C044300627,4097
836,14.83,,2023-12-09 13:22:44.693,2CF7F1C044300627,4097
837,14.83,,2023-12-09 13:17:44.573,2CF7F1C044300627,4097
838,14.78,,2023-12-09 13:13:02.753,2CF7F1C044300627,4097
839,14.78,,2023-12-09 13:12:52.753,2CF7F1C044300627,4097
840,14.78,,2023-12-09 13:07:44.637,2CF7F1C044300627,4097
841,14.79,,2023-12-09 13:02:55.757,2CF7F1C044300627,4097
842,14.78,,2023-12-09 12:57:44.770,2CF7F1C044300627,4097
843,14.76,,2023-12-09 12:53:10.773,2CF7F1C044300627,4097
844,14.76,,2023-12-09 12:52:52.787,2CF7F1C044300627,4097
845,14.75,,2023-12-09 12:48:07.293,2CF7F1C044300627,4097
846,14.75,,2023-12-09 12:47:56.777,2CF7F1C044300627,4097
847,14.76,,2023-12-09 12:43:10.120,2CF7F1C044300627,4097
848,14.76,,2023-12-09 12:42:52.883,2CF7F1C044300627,4097
849,14.74,,2023-12-09 12:37:42.933,2CF7F1C044300627,4097
850,14.69,,2023-12-09 12:33:00.717,2CF7F1C044300627,4097
851,14.69,,2023-12-09 12:32:52.993,2CF7F1C044300627,4097
852,14.69,,2023-12-09 12:27:45.027,2CF7F1C044300627,4097
853,14.72,,2023-12-09 12:22:47.113,2CF7F1C044300627,4097
854,14.72,,2023-12-09 12:17:54.397,2CF7F1C044300627,4097
855,14.69,,2023-12-09 12:13:08.337,2CF7F1C044300627,4097
856,14.69,,2023-12-09 12:12:57.967,2CF7F1C044300627,4097
857,14.7,,2023-12-09 12:07:47.233,2CF7F1C044300627,4097
858,14.73,,2023-12-09 12:03:00.520,2CF7F1C044300627,4097
859,14.73,,2023-12-09 12:02:51.573,2CF7F1C044300627,4097
860,14.75,,2023-12-09 11:57:54.207,2CF7F1C044300627,4097
861,14.76,,2023-12-09 11:53:08.207,2CF7F1C044300627,4097
862,14.76,,2023-12-09 11:52:58.300,2CF7F1C044300627,4097
863,14.78,,2023-12-09 11:48:06.343,2CF7F1C044300627,4097
864,14.78,,2023-12-09 11:47:55.777,2CF7F1C044300627,4097
865,14.8,,2023-12-09 11:42:45.550,2CF7F1C044300627,4097
866,14.81,,2023-12-09 11:37:54.863,2CF7F1C044300627,4097
867,14.78,,2023-12-09 11:33:11.693,2CF7F1C044300627,4097
868,14.78,,2023-12-09 11:32:53.580,2CF7F1C044300627,4097
869,14.78,,2023-12-09 11:27:43.617,2CF7F1C044300627,4097
870,14.77,,2023-12-09 11:22:52.393,2CF7F1C044300627,4097
871,14.77,,2023-12-09 11:17:43.710,2CF7F1C044300627,4097
872,14.7,,2023-12-09 11:13:04.980,2CF7F1C044300627,4097
873,14.7,,2023-12-09 11:12:54.763,2CF7F1C044300627,4097
874,14.68,,2023-12-09 11:07:55.890,2CF7F1C044300627,4097
875,14.67,,2023-12-09 11:03:01.763,2CF7F1C044300627,4097
876,14.67,,2023-12-09 11:02:51.690,2CF7F1C044300627,4097
877,14.64,,2023-12-09 10:58:00.587,2CF7F1C044300627,4097
878,14.64,,2023-12-09 10:57:51.780,2CF7F1C044300627,4097
879,14.58,,2023-12-09 10:53:09.187,2CF7F1C044300627,4097
880,14.58,,2023-12-09 10:52:51.957,2CF7F1C044300627,4097
881,14.52,,2023-12-09 10:47:44.063,2CF7F1C044300627,4097
882,14.47,,2023-12-09 10:42:57.543,2CF7F1C044300627,4097
883,14.45,,2023-12-09 10:37:50.093,2CF7F1C044300627,4097
884,14.42,,2023-12-09 10:33:12.037,2CF7F1C044300627,4097
885,14.42,,2023-12-09 10:32:54.170,2CF7F1C044300627,4097
886,14.41,,2023-12-09 10:27:54.197,2CF7F1C044300627,4097
887,14.32,,2023-12-09 10:22:50.490,2CF7F1C044300627,4097
888,14.32,,2023-12-09 10:18:07.150,2CF7F1C044300627,4097
889,14.32,,2023-12-09 10:17:57.890,2CF7F1C044300627,4097
890,14.31,,2023-12-09 10:12:54.350,2CF7F1C044300627,4097
891,14.26,,2023-12-09 10:08:00.440,2CF7F1C044300627,4097
892,14.26,,2023-12-09 10:07:52.403,2CF7F1C044300627,4097
893,14.25,,2023-12-09 10:02:50.543,2CF7F1C044300627,4097
894,14.23,,2023-12-09 09:57:48.507,2CF7F1C044300627,4097
895,14.2,,2023-12-09 09:52:54.573,2CF7F1C044300627,4097
896,14.16,,2023-12-09 09:48:02.403,2CF7F1C044300627,4097
897,14.16,,2023-12-09 09:47:54.593,2CF7F1C044300627,4097
898,14.2,,2023-12-09 09:43:07.187,2CF7F1C044300627,4097
899,14.2,,2023-12-09 09:42:58.100,2CF7F1C044300627,4097
900,14.19,,2023-12-09 09:37:48.703,2CF7F1C044300627,4097
901,14.18,,2023-12-09 09:32:50.713,2CF7F1C044300627,4097
902,14.15,,2023-12-09 09:28:07.750,2CF7F1C044300627,4097
903,14.15,,2023-12-09 09:27:58.657,2CF7F1C044300627,4097
904,14.16,,2023-12-09 09:23:01.240,2CF7F1C044300627,4097
905,14.16,,2023-12-09 09:22:52.220,2CF7F1C044300627,4097
906,14.2,,2023-12-09 09:18:05.730,2CF7F1C044300627,4097
907,14.2,,2023-12-09 09:17:56.130,2CF7F1C044300627,4097
908,14.19,,2023-12-09 09:13:10.737,2CF7F1C044300627,4097
909,14.19,,2023-12-09 09:12:53.057,2CF7F1C044300627,4097
910,14.16,,2023-12-09 09:07:44.970,2CF7F1C044300627,4097
911,14.18,,2023-12-09 09:02:56.400,2CF7F1C044300627,4097
912,14.18,,2023-12-09 08:58:11.923,2CF7F1C044300627,4097
913,14.18,,2023-12-09 08:57:53.127,2CF7F1C044300627,4097
914,14.19,,2023-12-09 08:53:09.133,2CF7F1C044300627,4097
915,14.19,,2023-12-09 08:52:59.523,2CF7F1C044300627,4097
916,14.17,,2023-12-09 08:47:58.447,2CF7F1C044300627,4097
917,14.21,,2023-12-09 08:43:07.823,2CF7F1C044300627,4097
918,14.21,,2023-12-09 08:42:57.943,2CF7F1C044300627,4097
919,14.21,,2023-12-09 08:38:10.173,2CF7F1C044300627,4097
920,14.21,,2023-12-09 08:37:53.323,2CF7F1C044300627,4097
921,14.21,,2023-12-09 08:32:47.323,2CF7F1C044300627,4097
922,14.19,,2023-12-09 08:27:47.373,2CF7F1C044300627,4097
923,14.22,,2023-12-09 08:22:54.663,2CF7F1C044300627,4097
924,14.24,,2023-12-09 08:17:45.443,2CF7F1C044300627,4097
925,14.22,,2023-12-09 08:13:06.323,2CF7F1C044300627,4097
926,14.22,,2023-12-09 08:12:56.903,2CF7F1C044300627,4097
927,14.23,,2023-12-09 08:07:55.627,2CF7F1C044300627,4097
928,14.24,,2023-12-09 08:02:51.703,2CF7F1C044300627,4097
929,14.24,,2023-12-09 07:58:02.780,2CF7F1C044300627,4097
930,14.24,,2023-12-09 07:57:55.623,2CF7F1C044300627,4097
931,14.24,,2023-12-09 07:52:45.790,2CF7F1C044300627,4097
932,14.25,,2023-12-09 07:47:47.743,2CF7F1C044300627,4097
933,14.28,,2023-12-09 07:42:59.747,2CF7F1C044300627,4097
934,14.25,,2023-12-09 07:37:59.853,2CF7F1C044300627,4097
935,14.25,,2023-12-09 07:33:03.483,2CF7F1C044300627,4097
936,14.25,,2023-12-09 07:32:53.620,2CF7F1C044300627,4097
937,14.27,,2023-12-09 07:27:47.933,2CF7F1C044300627,4097
938,14.26,,2023-12-09 07:23:06.700,2CF7F1C044300627,4097
939,14.26,,2023-12-09 07:22:56.590,2CF7F1C044300627,4097
940,14.28,,2023-12-09 07:18:06.517,2CF7F1C044300627,4097
941,14.28,,2023-12-09 07:17:57.827,2CF7F1C044300627,4097
942,14.26,,2023-12-09 07:12:57.563,2CF7F1C044300627,4097
943,14.27,,2023-12-09 07:07:56.220,2CF7F1C044300627,4097
944,14.29,,2023-12-09 07:02:53.800,2CF7F1C044300627,4097
945,14.3,,2023-12-09 06:57:56.207,2CF7F1C044300627,4097
946,14.28,,2023-12-09 06:52:46.380,2CF7F1C044300627,4097
947,14.29,,2023-12-09 06:48:12.580,2CF7F1C044300627,4097
948,14.29,,2023-12-09 06:47:54.343,2CF7F1C044300627,4097
949,14.3,,2023-12-09 06:42:50.363,2CF7F1C044300627,4097
950,14.33,,2023-12-09 06:37:58.127,2CF7F1C044300627,4097
951,14.32,,2023-12-09 06:33:12.250,2CF7F1C044300627,4097
952,14.32,,2023-12-09 06:32:54.477,2CF7F1C044300627,4097
953,14.3,,2023-12-09 06:27:54.510,2CF7F1C044300627,4097
954,14.31,,2023-12-09 06:22:54.430,2CF7F1C044300627,4097
955,14.31,,2023-12-09 06:17:55.663,2CF7F1C044300627,4097
956,14.31,,2023-12-09 06:13:04.680,2CF7F1C044300627,4097
957,14.31,,2023-12-09 06:12:54.770,2CF7F1C044300627,4097
958,14.31,,2023-12-09 06:07:54.713,2CF7F1C044300627,4097
959,14.33,,2023-12-09 06:03:06.423,2CF7F1C044300627,4097
960,14.33,,2023-12-09 06:02:57.250,2CF7F1C044300627,4097
961,14.33,,2023-12-09 05:58:09.827,2CF7F1C044300627,4097
962,14.33,,2023-12-09 05:57:59.800,2CF7F1C044300627,4097
963,14.34,,2023-12-09 05:53:04.290,2CF7F1C044300627,4097
964,14.34,,2023-12-09 05:52:54.793,2CF7F1C044300627,4097
965,14.31,,2023-12-09 05:47:58.540,2CF7F1C044300627,4097
966,14.34,,2023-12-09 05:43:10.480,2CF7F1C044300627,4097
967,14.34,,2023-12-09 05:42:53.063,2CF7F1C044300627,4097
968,14.38,,2023-12-09 05:38:08.247,2CF7F1C044300627,4097
969,14.38,,2023-12-09 05:37:58.360,2CF7F1C044300627,4097
970,14.36,,2023-12-09 05:32:49.057,2CF7F1C044300627,4097
971,14.35,,2023-12-09 05:27:53.100,2CF7F1C044300627,4097
972,14.35,,2023-12-09 05:22:56.253,2CF7F1C044300627,4097
973,14.38,,2023-12-09 05:18:13.197,2CF7F1C044300627,4097
974,14.38,,2023-12-09 05:17:57.180,2CF7F1C044300627,4097
975,14.34,,2023-12-09 05:13:00.377,2CF7F1C044300627,4097
976,14.34,,2023-12-09 05:12:53.237,2CF7F1C044300627,4097
977,14.36,,2023-12-09 05:07:57.297,2CF7F1C044300627,4097
978,14.36,,2023-12-09 05:03:09.377,2CF7F1C044300627,4097
979,14.36,,2023-12-09 05:02:59.177,2CF7F1C044300627,4097
980,14.38,,2023-12-09 04:57:51.403,2CF7F1C044300627,4097
981,14.39,,2023-12-09 04:52:51.593,2CF7F1C044300627,4097
982,14.37,,2023-12-09 04:48:05.230,2CF7F1C044300627,4097
983,14.37,,2023-12-09 04:47:56.250,2CF7F1C044300627,4097
984,14.38,,2023-12-09 04:43:03.987,2CF7F1C044300627,4097
985,14.38,,2023-12-09 04:42:55.717,2CF7F1C044300627,4097
986,14.42,,2023-12-09 04:38:10.357,2CF7F1C044300627,4097
987,14.42,,2023-12-09 04:37:53.597,2CF7F1C044300627,4097
988,14.37,,2023-12-09 04:33:03.817,2CF7F1C044300627,4097
989,14.37,,2023-12-09 04:32:55.610,2CF7F1C044300627,4097
990,14.39,,2023-12-09 04:27:53.620,2CF7F1C044300627,4097
991,14.39,,2023-12-09 04:23:03.007,2CF7F1C044300627,4097
992,14.39,,2023-12-09 04:22:53.833,2CF7F1C044300627,4097
993,14.41,,2023-12-09 04:18:06.050,2CF7F1C044300627,4097
994,14.41,,2023-12-09 04:17:57.733,2CF7F1C044300627,4097
995,14.4,,2023-12-09 04:12:53.790,2CF7F1C044300627,4097
996,14.4,,2023-12-09 04:07:55.977,2CF7F1C044300627,4097
997,14.41,,2023-12-09 04:02:55.953,2CF7F1C044300627,4097
998,14.42,,2023-12-09 03:57:47.943,2CF7F1C044300627,4097
999,14.4,,2023-12-09 03:52:50.127,2CF7F1C044300627,4097
1000,14.41,,2023-12-09 03:47:58.303,2CF7F1C044300627,4097
1001,14.42,,2023-12-09 03:42:57.617,2CF7F1C044300627,4097
1002,14.44,,2023-12-09 03:37:55.773,2CF7F1C044300627,4097
1003,14.45,,2023-12-09 03:32:56.187,2CF7F1C044300627,4097
1004,14.44,,2023-12-09 03:27:56.233,2CF7F1C044300627,4097
1005,14.44,,2023-12-09 03:22:52.450,2CF7F1C044300627,4097
1006,14.45,,2023-12-09 03:17:55.953,2CF7F1C044300627,4097
1007,14.46,,2023-12-09 03:12:48.373,2CF7F1C044300627,4097
1008,14.44,,2023-12-09 03:08:12.607,2CF7F1C044300627,4097
1009,14.44,,2023-12-09 03:07:54.417,2CF7F1C044300627,4097
1010,14.45,,2023-12-09 03:03:07.867,2CF7F1C044300627,4097
1011,14.45,,2023-12-09 03:02:57.920,2CF7F1C044300627,4097
1012,14.48,,2023-12-09 02:58:02.677,2CF7F1C044300627,4097
1013,14.48,,2023-12-09 02:57:54.547,2CF7F1C044300627,4097
1014,14.47,,2023-12-09 02:52:52.777,2CF7F1C044300627,4097
1015,14.45,,2023-12-09 02:47:54.627,2CF7F1C044300627,4097
1016,14.48,,2023-12-09 02:42:54.807,2CF7F1C044300627,4097
1017,14.52,,2023-12-09 02:38:07.037,2CF7F1C044300627,4097
1018,14.49,,2023-12-09 02:33:08.800,2CF7F1C044300627,4097
1019,14.49,,2023-12-09 02:32:52.817,2CF7F1C044300627,4097
1020,14.49,,2023-12-09 02:28:02.207,2CF7F1C044300627,4097
1021,14.49,,2023-12-09 02:27:54.893,2CF7F1C044300627,4097
1022,14.51,,2023-12-09 02:22:57.563,2CF7F1C044300627,4097
1023,14.53,,2023-12-09 02:18:14.420,2CF7F1C044300627,4097
1024,14.53,,2023-12-09 02:17:57.007,2CF7F1C044300627,4097
1025,14.5,,2023-12-09 02:12:48.980,2CF7F1C044300627,4097
1026,14.49,,2023-12-09 02:08:06.897,2CF7F1C044300627,4097
1027,14.49,,2023-12-09 02:07:56.893,2CF7F1C044300627,4097
1028,14.52,,2023-12-09 02:03:06.673,2CF7F1C044300627,4097
1029,14.55,,2023-12-09 01:58:08.143,2CF7F1C044300627,4097
1030,14.55,,2023-12-09 01:57:59.117,2CF7F1C044300627,4097
1031,14.53,,2023-12-09 01:53:00.700,2CF7F1C044300627,4097
1032,14.53,,2023-12-09 01:48:13.647,2CF7F1C044300627,4097
1033,14.53,,2023-12-09 01:47:57.253,2CF7F1C044300627,4097
1034,14.52,,2023-12-09 01:43:05.310,2CF7F1C044300627,4097
1035,14.52,,2023-12-09 01:42:57.340,2CF7F1C044300627,4097
1036,14.55,,2023-12-09 01:38:13.517,2CF7F1C044300627,4097
1037,14.55,,2023-12-09 01:37:57.393,2CF7F1C044300627,4097
1038,14.55,,2023-12-09 01:33:03.123,2CF7F1C044300627,4097
1039,14.55,,2023-12-09 01:32:55.367,2CF7F1C044300627,4097
1040,14.55,,2023-12-09 01:27:49.420,2CF7F1C044300627,4097
1041,14.55,,2023-12-09 01:22:51.693,2CF7F1C044300627,4097
1042,14.56,,2023-12-09 01:17:49.590,2CF7F1C044300627,4097
1043,14.56,,2023-12-09 01:13:05.817,2CF7F1C044300627,4097
1044,14.56,,2023-12-09 01:12:58.430,2CF7F1C044300627,4097
1045,14.57,,2023-12-09 01:08:05.267,2CF7F1C044300627,4097
1046,14.57,,2023-12-09 01:07:57.630,2CF7F1C044300627,4097
1047,14.58,,2023-12-09 01:02:56.803,2CF7F1C044300627,4097
1048,14.58,,2023-12-09 00:57:49.717,2CF7F1C044300627,4097
1049,14.56,,2023-12-09 00:52:49.870,2CF7F1C044300627,4097
1050,14.53,,2023-12-09 00:47:53.940,2CF7F1C044300627,4097
1051,14.56,,2023-12-09 00:42:53.987,2CF7F1C044300627,4097
1052,14.59,,2023-12-09 00:37:55.890,2CF7F1C044300627,4097
1053,14.56,,2023-12-09 00:32:51.940,2CF7F1C044300627,4097
1054,14.57,,2023-12-09 00:27:49.970,2CF7F1C044300627,4097
1055,14.56,,2023-12-09 00:22:56.273,2CF7F1C044300627,4097
1056,14.59,,2023-12-09 00:18:02.370,2CF7F1C044300627,4097
1057,14.59,,2023-12-09 00:17:54.123,2CF7F1C044300627,4097
1058,14.61,,2023-12-09 00:12:50.087,2CF7F1C044300627,4097
1059,14.62,,2023-12-09 00:08:10.190,2CF7F1C044300627,4097
1060,14.62,,2023-12-09 00:07:54.177,2CF7F1C044300627,4097
1061,14.6,,2023-12-09 00:02:52.300,2CF7F1C044300627,4097
1062,14.62,,2023-12-08 23:57:58.467,2CF7F1C044300627,4097
1063,14.64,,2023-12-08 23:53:02.977,2CF7F1C044300627,4097
1064,14.64,,2023-12-08 23:52:54.367,2CF7F1C044300627,4097
1065,14.59,,2023-12-08 23:47:52.513,2CF7F1C044300627,4097
1066,14.63,,2023-12-08 23:42:54.557,2CF7F1C044300627,4097
1067,14.63,,2023-12-08 23:38:00.453,2CF7F1C044300627,4097
1068,14.65,,2023-12-08 23:32:56.520,2CF7F1C044300627,4097
