titulo,subtitulo,autor,texto,url,fecha,categoria
El alza de la gasolina ahoga aún más a los cubanos,"En medio de la grave crisis económica, el precio del combustible sube un 500 %",Autor no encontrado,"Yasel pasó el último día de enero en  La Habana  haciendo cola para intentar echar  combustible  a su almendrón (coche antiguo), antes de que este 1 de febrero entrara en vigor una  subida de precio del 500 % , como parte de un severo plan de ajuste que ahogará aún más a los cubanos de a pie.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/alza-gasolina-ahoga-cubanos/0003_202402G1P22992.htm,01 Feb 2024,Cuba
"Nueve personas, entre ellas dos niños, heridas tras ser atacadas con ácido en Londres","Según las primeras investigaciones, fue un hombre quien lanzó la sustancia corrosiva a los pasajeros de un coche después de un accidente",Autor no encontrado,"Al menos nueve personas, entre ellas una mujer y sus dos hijos pequeños, han resultado heridas después de sufrir un  ataque con una «sustancia corrosiva»  en el sur de  Londres .",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/nueve-personas-dos-ninos-heridas-tras-atacadas-acido-londres/00031706767807252787955.htm,01 Feb 2024,Londres
Alec Baldwin se declara inocente de homicidio involuntario en el caso «Rust»,El actor hizo su declaración en un documento judicial presentado ante un tribunal del Primer Distrito Judicial de Santa Fe,Autor no encontrado,"El actor Alec Baldwin se declaró inocente este miércoles del cargo de homicidio involuntario que pesa en su contra por la  muerte de la directora de fotografía  Halyna Hutchins  durante el rodaje de  Rust  en octubre del 2021, según medios estadounidenses.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/alec-baldwin-declara-inocente-homicidio-involuntario-rust/00031706768028693683726.htm,01 Feb 2024,EE.UU.
Estados Unidos ataca una «estación de control terrestre» de drones de los hutíes en Yemen,El ejército norteamericano asegura que el ataque perpetrado esta madrugada fue «de autodefensa»,Autor no encontrado,,https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/estados-unidos-ataca-estacion-control-terrestre-drones-huties-yemen/00031706768347027907972.htm,01 Feb 2024,Categoría no encontrada
Antena 3 sigue líder y sus informativos son los más vistos desde hace más de dos años,"La 1 es la cadena que más crece y logra su mejor enero en los últimos seis años, mientras que Televisión de Galicia se mantiene como la segunda opción más seguida",Autor no encontrado,"Antena 3  se mantiene como  líder del ránking de audiencias  de las cadenas abiertas, con una cuota de pantalla del 13 % en enero, desde hace dos años y tres meses consecutivos y sus  informativos son los más vistos  de forma ininterrumpida desde hace  cuatro  años y dos meses.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/antena-3sigue-lider-informativos-vistos-dos-anos/00031706780399420455265.htm,01 Feb 2024,Antena 3
La gallega Yoly Saa participa hoy en la segunda semifinal del Benidorm Fest 2024,Participa con el tema «No se me olvida» para llegar a la final del sábado,Autor no encontrado,"La  Zorra  del dúo Nebulossa  se adueñó por sorpresa de  la primera eliminatoria de  Benidorm Fest   y emprendió su camino hacia la final del festival del próximo sábado y a la posibilidad de representar a España en  Eurovisión  2024 con su mensaje feminista. Junto a ellos también han obtenido su clasificación la mallorquina  Angy Fernández ( Sé quién soy , con 137 puntos), con la mejor votación del jurado demoscópico , así como la barcelonesa Sofía Coll ( Here to stay , con 116) y la banda Miss Caffeina ( Bla Bla Bla , 105).",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/gallega-yoly-saa-participa-hoy-segunda-semifinal-benidorm-fest/00031706782900292592376.htm,01 Feb 2024,Benidorm Fest
Cataluña declara la emergencia por sequía,Las restricciones tendrán efecto a partir de este viernes y afectarán a seis millones de personas,Autor no encontrado,"Emergencia declarada . Con los embalses del levante español en mínimos históricos tras un otoño y medio invierno de lluvias tímidas,  Cataluña   atraviesa en pleno febrero la  sequía  más acusada de su historia. El verano se prevé complicado en una comunidad que, a partir de este viernes, tendrá a  seis millones de habitantes  —los abastecidos por los embalses del Ter y Llobregat, al 15,8 % de su capacidad— en situación de alerta, lo que comporta  restricciones de agua en el consumo industrial, comercial, hostelero y también doméstico , limitaciones en el riego del verde y el cierre de grifos en determinadas instalaciones públicas.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/cataluna-declara-emergencia-sequia/00031706785673973545634.htm,02 Feb 2024,Sequía
"Un brote de tosferina deja 124 afectados en Guadalajara, la mayoría escolares",Se trata de una enfermedad muy contagiosa e incluso peligrosa si infecta a lactantes sin vacunar,Autor no encontrado,"La Dirección General de Salud Pública de Castilla-La Mancha ha confirmado que hay un  brote de tosferina en Guadalajara  con 124 afectados, principalmente en el ámbito escolar, en su mayor parte niños.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/brote-tosferina-deja-124-afectados-guadalajara-mayoria-escolares/00031706798547260619888.htm,01 Feb 2024,Vacunación
Un niño australiano se queda atrapado dentro de una máquina de gancho llena de peluches,"El pequeño Ethan, de 3 años de edad, no tenía prisa por ser rescatado por la policía",Autor no encontrado,"La policía de  Australia  publicó este jueves un vídeo con el  rescate de un niño de tres años  que se había quedado atrapado dentro de una máquina de gancho llena de peluches ubicada en un centro comercial del estado de Queensland. El pequeño, identificado con el nombre de Ethan, accedió al interior de la máquina, donde se encontraban decenas de peluches, a través del hueco por donde se entregan los objetos que se han logrado agarrar.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/nino-queda-atrapadodentro-maquina-gancho-llena-peluches/00031706790922960586420.htm,01 Feb 2024,Australia
Sánchez asegura que «todos los independentistas catalanes van a estar amnistiados porque no son terroristas»,El presidente del Gobierno dice que es una ley «valiente» y los tribunales van a concluir que todos los encausados serán perdonados,Gonzalo Bareño,"El presidente del Gobierno,  Pedro Sánchez , quiso enviar este jueves un  mensaje de tranquilidad a Junts  asegurando que con la norma que ha impulsado el PSOE y las enmiendas que ya se han pactado es suficiente para que  todos los encausados por el  procés  queden amnistiados . «Con este proyecto de ley  todos los independentistas catalanes van a ser amnistiados porque no son terroristas », aseguró en rueda de prensa en Bruselas tras asistir a la cumbre de jefes de Estado y de gobierno de la  Unión Europea .",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/sanchezasegura-independentistas-catalanes-van-estar-amnistiados-terroristas/00031706800050816928836.htm,02 Feb 2024,Ley de amnistía
Un seguro pagará más de un millón de euros a una niña por las graves secuelas neurológicas de una infección hospitalaria,"La pequeña nació sin problemas en un hospital de Valencia, pero a las 42 horas contrajo una sepsis que le produjo ceguera, epilepsia y retraso en el desarrollo",Autor no encontrado,"La Sección Sexta de la Audiencia de Valencia ha condenado a una aseguradora a indemnizar a una niña con  1.076.330 euros,  más los intereses legales, por las graves secuelas neurológicas sufridas a raíz de una infección hospitalaria contraída al poco de nacer en un hospital privado de Valencia en agosto del 2014.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/seguro-pagara-millon-euros-nina-graves-secuelas-neurologicas-infeccion-hospitalaria/00031706800275415181919.htm,01 Feb 2024,Epilepsia
"El exconsejero de Interior Miquel Sàmper, el primero en abandonar Junts por el freno a la amnistía",La diputada Cristina Casol también deja la formación independentista,Autor no encontrado,El freno de  Junts  a la  ley de amnistía  que ha devuelto el texto desde el Pleno del Congreso a la Comisión de Justicia ha provocado malestar en un sector del partido de Carles Puigdemont. Ese descontento lo plasmó el exconsejero de Interior  Miquel Sàmper  dejando la militancia en  Junts  per Catalunya. Es el primer peón que cae por dilatar la ley con su intento de proteger a toda costa al expresidente de la Generalitat frente a posibles acusaciones de terrorismo y de alta traición.,https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/exconsejero-interior-miquel-samper-primero-abandonar-junts-freno-amnistia/00031706818862429179583.htm,01 Feb 2024,Junts
El presidente del Parlamento balear avisa a la Mesa de que han sido expulsados de Vox los cinco diputados díscolos,La presidenta del partido en esta comunidad los acusa de un «chantaje total» a Gabriel Le Senne,C. Peralta,"La fractura de  Vox   Baleares  sigue latente en el Parlamento . Ni siquiera una reunión entre dos de los cinco diputados críticos, Sergio Rodríguez y Agustín Buades, con el todavía presidente de la Cámara balear, Gabriel Le Senne, hace presagiar a corto plazo una reunificación de la formación.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/presidente-parlamento-balear-avisa-expulsados-vox-cinco-diputados-discolos/00031706820828443874743.htm,02 Feb 2024,VOX
EE.UU. lanzará ataques contra intereses iraníes en Siria e Irak por la agresión en Jordania,Aumenta la tensión en Yemen tras dos bombardeos consecutivos de Washington,Andrés Rey,"Estados Unidos aprobó ataques de varios días en Irak y Siria , contra múltiples objetivos de milicias respaldadas por Irán.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/eeuu-lanzara-ataques-contra-intereses-iranies-siria-irak-agresion-jordania/00031706820962071634135.htm,01 Feb 2024,Irán
El futuro de Zaluzhni en el Ejército se complica mientras Kiev baraja una contraofensiva,"Zelenski llegó a despedir al comandante en jefe del Ejército. Sin embargo, se topó con el freno que le pusieron el jefe de la inteligencia militar ucraniana, Kirilo Budánov, y del comandante de las Fuerzas Terrestres, Oleksandr Sirski",Pablo Medina,"La guerra de  Ucrania  se le pone cuesta arriba a Kiev. El futuro de la contienda para la liberación del país consigue la medalla de la financiación europea, pero la iniciativa rusa y el posible cese al frente del Ejército del general Valery Zaluzhni  podrían complicar la contraofensiva que la inteligencia ucraniana baraja para después de la primavera .",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/futuro-zaluzhni-ejercito-complica-kiev-baraja-contraofensiva/00031706821120648504560.htm,01 Feb 2024,Guerra en Ucrania
Italia exige un trato digno a la italiana que compareció ante un juez húngaro encadenada de pies y manos,"Meloni trató este jueves con Orbán el caso de Ilaria Salic, una activista antifascista que lleva un año detenida en Hungría por agredir a dos militantes neonazis",Autor no encontrado,"La primera ministra italiana,  Giorgia Meloni , ha pedido a su homólogo húngaro,  Viktor Orbán , que garantice  «un trato digno » y «un proceso justo»  para  Ilaria Salis , la italiana presa en  Hungría  cuyo caso ha conmocionado el país después de que fuera llevada ante el tribunal en Budapest encadenada de pies y manos.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/italia-exige-trato-digno-italiana-comparecio-ante-juez-hungaro-encadenada-pies-manos/00031706802618250718381.htm,01 Feb 2024,Italia
Seis años reclutando en España conductores de autobús para Noruega,Más de 100 profesionales españoles siguen en activo trabajando para una de las mayores compañías escandinavas,Autor no encontrado,"Los aspirantes a ingresar en Connect bus Rogaland, una de las mayores compañías de transporte público de Noruega, que hayan formalizado su interés en formar parte de la plantilla han sido convocados entre los días  13 y 16 de este mes de febrero  a la oficina de empleo de Vallecas (Madrid) para realizar las pruebas de conducción y entrevista personal previas a la contratación, según informa Eures España a través del portal del SEPE.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/02/seis-anos-reclutando-espana-conductores-autobus-noruega/0003_202402G2P34992.htm,02 Feb 2024,Noruega
Las principales redes sociales ocultan a cuántos millones de menores usan para su negocio,Los senadores de Estados Unidos se hartan de sus vacilaciones y ponen contra las cuerdas a los principales ejecutivos de estas plataformas,j. v. lado,"Las cuentas creadas y utilizadas por menores de edad son claves en el negocio de las  redes sociales  y en el conjunto de los entornos digitales. Ejercen como consumidores y creadores de contenidos, al igual que como clientes de todo tipo de bienes y servicios a los que dirigir mensajes comerciales. Y eso casi es lo de menos, a juzgar por lo que dicen especialistas de todo el mundo. En medio de esas interacciones, y cuando la supervisión paterna falla, que es en la gran mayoría de los casos, pueden acabar  convertidos en víctimas de todo tipo de abusos , desde el  acoso escolar  hasta las agresiones sexuales. De ahí que a las grandes tecnológicas les cueste tanto dar cifras sobre la cantidad de millones de menores de edad que engrosan sus listas de usuarios. Más que nada porque es probable que ni siquiera lo sepan de manera exacta, ya que los controles para certificar la edad son simplemente testimoniales.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/02/principales-redes-sociales-ocultan-cuantos-millones-menores-usan-negocio/0003_202402G2P28994.htm,02 Feb 2024,Explotación sexual
Tensión en Bolivia tras 11 días con las vías cortadas por los seguidores de Evo Morales,"Un nuevo capítulo en la disputa entre el líder indígena y el actual presidente, Luis Arce",Autor no encontrado,"Crisis política en Bolivia . Centenares de seguidores del exmandatario  Evo Morales  (2006 - 2019) bloquean desde hace 11 días numerosas carreteras del país en unas protestas que dejan, según el Gobierno,  cuatro fallecidos y 37 heridos , entre ellos 34 agentes de policía.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/02/tension-bolivia-tras-11-dias-vias-cortadas-seguidores-evo-morales/0003_202402G2P23993.htm,02 Feb 2024,Bolivia
Boris Johnson gastó casi 10.000 euros para celebrar el «brexit»,Coincidiendo con el cuarto aniversario del divorcio entran en vigor parte de los pospuestos controles a productos frescos entre la UE y el Reino Unido,Autor no encontrado,"7.897 libras (9.237 euros). Este es el monto que  Boris Johnson  gastó, solamente en alcohol, para celebrar la puesta en marcha del  brexit  hace cuatro años, admitió el Gobierno británico.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/10000-euros-celebrar-brexit/0003_202401G31P17993.htm,31 Jan 2024,Brexit
Estados Unidos derriba un misil de crucero antibuque lanzado por los hutíes hacia el mar Rojo,"Los rebeldes, respaldados por Irán, han lanzado varios ataques contra buques con algún tipo de conexión con Israel a raíz de la ofensiva militar contra la Franja de Gaza",Autor no encontrado,"Estados Unidos ha informado de que ha derribado un  misil de crucero antibuque  lanzado por los  rebeldes  yemen íes hutíes  hacia el  mar Rojo , sin provocar heridos ni daños materiales, si bien la insurgencia no se ha pronunciado por el momento al respecto.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/estados-unidos-derriba-misil-crucero-antibuque-lanzado-huties-mar-rojo/00031706682192779643375.htm,31 Jan 2024,Irán
Una jueza anula el sueldo de 51.642 millones de euros que Tesla pagó a Elon Musk,"El tribunal da la razón a uno de los inversores de la empresa, que entendía que la compensación era desorbitada y se materializó porque el empresario controlaba el consejo de administración",Autor no encontrado,Elon Musk ha perdido más de 56.000 millones de dólares  (unos 51.642 millones de euros) después de que un tribunal estadounidense dictaminara este martes que  la exorbitante remuneración que en 2018 le otorgó el consejo de administración de  Tesla  es excesiva.,https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/jueza-anula-sueldo-51642-millones-euros-tesla-pago-elon-musk/00031706687650908838585.htm,31 Jan 2024,Elon Musk
Junts se enroca para blindar a Puigdemont frente a acusaciones de terrorismo y traición,Busca una coraza para su líder ante los procesos judiciales que vetasen su perdón,Mercedes Lodeiro,"La ley que no fue. Ese es el resumen de la proposición de ley planteada por el PSOE el 13 de noviembre del 2023 para amnistiar a los condenados y procesados por el desafío independentista catalán al Estado, en aras de «promover la convivencia y solucionar el conflicto catalán». Los socialistas redactaron su texto, en teoría pactado con las fuerzas independentistas. Pero  Junts  y ERC no pusieron la firma en la proposición , así que la autoría de la misma quedó únicamente para el PSOE. Tanto el partido de  Carles Puigdemont , el más interesado en ser perdonado para que pueda volver a España, como el de Oriol Junqueras, tensaron tanto la cuerda en sus exigencias, en especial el primero, que el martes cosechó un clamoroso rechazo de los diputados socialistas a sus enmiendas.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/30/junts-enroca-blindar-puigdemont-frente-acusaciones-terrorismo-traicion/00031706645449708315219.htm,05 Feb 2024,Junts
Llegan los buscadores para web y móvil que «navegan por ti»,"Arc Search redefine la experiencia de búsqueda en dispositivos móviles iOS. Se acabaron las ristras de links. A cambio,  puede generar una página web original elaborada con múltiples fuentes como respuesta a cualquier consulta de un usuario",C. Rodríguez,"Las ristras de enlaces son el pasado. Los diálogos con la  inteligencia artificial  son el futuro. Al menos eso sostienen desde  The Browser Company , los creadores de  Arc Search , una aplicación diseñada para  dispositivos iOS  (y que tendrá una futura versión para  Windows ) que pretende redefinir la búsqueda en  internet . ¿Cómo? Convirtiendo los resultados en consultas en una página web original y generada al momento, que incluye datos, imágenes e información de diferentes fuentes, accesibles de un vistazo.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/29/llegan-buscadores-web-movil-navegan-ti/00031706532874924122312.htm,02 Feb 2024,Internet
Un diputado de ERC se instala en Suiza tras ser implicado por García Castellón en el caso «Tsunami»,Rubén Wagensberg desliga su marcha del freno a la ley de amnistía: «No tiene nada que ver»,Autor no encontrado,"El diputado de ERC y miembro de la Mesa del Parlament,  Ruben Wagensberg , se ha instalado en Ginebra,  Suiza , tras ser vinculado al caso  Tsunami Democràtic  por el juez que investiga el caso en la  Audiencia Nacional ,  Manuel García Castellón , y con el objetivo de preparar su defensa «política y jurídica».",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/diputado-erc-instala-suiza-tras-implicado-garcia-castellon/00031706690898708251996.htm,31 Jan 2024,Suiza
Junts amenaza al PSOE con retirarle su apoyo si no hay una amnistía «integral»,"Turull acusa al Gobierno de incumplir el acuerdo de legislatura, pero los socialistas se mantienen firmes en defensa de una ley que creen «impecable» y no prevén aceptar nuevas enmiendas",Gonzalo Bareño,"El  PSOE  y  Junts  trataban de digerir este miércoles el resultado de la votación en el Congreso que  echó por tierra la ley de amnistía impulsada por los socialistas  con el voto negativo de los neoconvergentes. Junts se mostró contundente a la hora de defender su posición y asegurar que no la modificará. El secretario general de  Junts, Jordi Turull, advirtió al PSOE que si no se aprueba una  ley de amnistía  «integral» y que se aplique de manera inmediata estará incumpliendo el pacto de investidura de  Pedro Sánchez  y aseguró que, si no se aprueba la ley, el apoyo de Junts al Gobierno decaerá . Una amenaza de dejar al Gobierno en minoría.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/junts-avisa-psoe-amnistia-integral-incumplira-pacto-investidura/00031706693017938915458.htm,01 Feb 2024,Ley de amnistía
Dos años de cárcel para la contable de una zapatería por desfalcar 140.000 euros en Vigo e inflarse el sueldo,El juzgado le suspende el ingreso en prisión y la multa con 1.080 euros,E. V. Pita,"Cada mes, desviaba mil o dos mil euros a la cuenta bancaria de su hoy difunta madre o de nombres inventados, o bien inflaba su nómina y sueldo con autogratificaciones a sí misma. Hasta que diez años después, el  dueño descubrió que la contable había desfalcado 139.638 euros  procedentes de los  ingresos de una tienda de moda, zapatos y complementos de Vigo.  Actuó entre el 2010 y el 2020.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/dos-anos-carcel-contable-zapateria-desfalcar-140000-euros-vigo-inflarse-sueldo/0003_202401202401311706693290430.htm,31 Jan 2024,Vigo ciudad
"El Gobierno de Macron anuncia 230 millones para los agricultores y que, si no hay clásulas espejo, no habrá acuerdo con Mercosur",Invefrtirá 150 millones de euros en subvencionar el arranque del viñedo,Autor no encontrado,"El Gobierno francés anunció hoy  dos dispositivos de ayuda adicionales  para los agricultores que representan un monto total de  230 millones de euros  y mostró su determinación para conseguir que la Unión Europea renuncie a las negociaciones con Mercosur en las condiciones actuales. Bajo la presión de decenas de puntos de bloqueo de los agricultores por todo el territorio francés, y en particular en las principales autopistas de acceso a París, el  ministro de Agricultura, Marc Fesneau,  presentó dos nuevos dispositivos de ayuda en una entrevista a la emisora Sud Radio.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/gobierno-macron-anuncia-230-millones-agricultores-pulso-sobre-mercosur/00031706693867244364945.htm,31 Jan 2024,Agricultura
"La hucha de las pensiones alcanzará los 9.000 millones este año, insuficientes para abonar un mes de prestaciones",La última nómina mensual superó los 12.650 millones de euros,Autor no encontrado,"El fondo de reserva de la  Seguridad Social , la denominada  hucha de las  pensiones , alcanzará al final de este año los  9.000 millones de euros  gracias a las aportaciones del mecanismo de equidad intergeneracional (MEI). Una cuantía que, aunque elevada, no llegaría ni para abonar durante un mes las prestaciones de todos los pensionistas españoles, ya que la última nómina mensual, correspondiente a enero, ascendió a 12.651 millones de euros.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/hucha-pensiones-alcanzara-9000-millones-ano-insuficientes-abonar-mes-prestaciones/00031706696593609375880.htm,31 Jan 2024,Pensiones
Los Mossos buscan a un padre que se llevó a su hijo de un centro de menores a punta de pistola,Amenazó a un vigilante y a una educadora con el arma,Autor no encontrado,"Los Mossos d'Esquadra buscan a un hombre que el pasado domingo  se llevó a su hijo de unos dos años  de edad de un  centro tutelado  de menores en Lérida  a punta de pistola , real o simulada, con la que habría amenazado a un vigilante y a una educadora.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/mossos-buscan-padre-llevo-hijo-centro-menores-punta-pistola/00031706698081477591494.htm,31 Jan 2024,Categoría no encontrada
Explota una de las mayores centrales térmicas de Japón,Las autoridades no han informado de víctimas en el suceso,Autor no encontrado,"La  central térmica de Taketoyo , una de las mayores de su tipo en  Japón , registró este miércoles una gran  explosión  sin que hasta ahora se haya informado de víctimas, según la cadena pública nipona NHK. El departamento de bomberos local recibió poco después de las 15.00 (hora local, las seis de la mañana en España), múltiples informes de una explosión y humo negro elevándose sobre la central, situada en la prefectura de Aichi, en el centro del archipiélago.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/explota-mayores-centrales-termicas-japon/00031706695594280313161.htm,31 Jan 2024,Energía
Estas son las medidas que tomará Cataluña para hacer frente a la sequía,"La Generalitat decretará mañana jueves la emergencia, con los embalses por debajo del 16 % de su capacidad. Seis millones de habitantes se verán afectados",Autor no encontrado,"El Gobierno catalán decretará mañana jueves la  emergencia por sequía , una situación nunca antes vista en la comunidad y que supondrá  severas restricciones  sobre todo en piscinas, en el riego y en las actividades agrícolas, industriales y recreativas.  El consumo doméstico quedará limitado a 200 litros como máximo por habitante y día.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/medidas-tomara-cataluna-frente-sequia/00031706694629542338681.htm,31 Jan 2024,Sequía
"PayPal despedirá a 2.500 trabajadores, el 9 % de la plantilla",Es el segundo gran ajuste de empleo en la tecnológica en menos de un año,Autor no encontrado,"La plataforma de pagos  PayPal  ha comunicado su intención de  reducir un 9 % su plantilla , lo que supondrá un ajuste de alrededor de  2.500 puestos de trabajo , según ha informado el presidente y consejero delegado de la compañía, Alex Chriss, quien asumió la dirección de la multinacional el pasado mes de septiembre.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/paypal-despedira-2500-trabajadores-9-plantilla/00031706698271260749359.htm,31 Jan 2024,despidos
La Fiscalía se querella contra las farmacéuticas del Ala Octa por causar al menos 125 problemas graves de visión,Este colirio fue utilizado en 28 centros sanitarios de 13 comunidades para operaciones como las de desprendimiento de retina,Autor no encontrado,"La Fiscalía de la Audiencia Nacional se ha querellado contra las empresas alemanas  Alamedics GmbH  y  BSI Group Deutschland  y  W.M. Bloss S.A , esta con sede en Barcelona, por la fabricación, evaluación y comercialización del fármaco  Ala Octa , causante de al menos 125 casos de problemas graves de visión.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/fiscalia-querella-contra-farmaceuticas-ala-octa-causar-125-problemas-graves-vision/00031706701844794885561.htm,31 Jan 2024,Categoría no encontrada
"El euríbor cae en enero al 3,6 %, pero solo abarata las hipotecas con revisión semestral",Los expertos prevén que las mayores bajadas se produzcan a partir de marzo,Autor no encontrado,"El  euríbor  a doce meses, el indicador más usado en España para calcular las cuotas de las  hipotecas  variables, ha arrancado el año a la baja y ha cerrado el mes de enero con una tasa media del 3,6 %, su tercera caída consecutiva.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/euriborcae-enero-36-solo-abarata-hipotecas-revision-semestral/00031706704137849769414.htm,31 Jan 2024,Euribor
"El papa Francisco: «Hay hombres que contienen su ira en el trabajo, pero una vez en casa se vuelven insoportables para sus esposas e hijos»",Recomienda a las parejas que si durante el día surge «algún malentendido» lo arreglen «antes de que se ponga el sol» y no entreguen «la noche al diablo»,Autor no encontrado,"El papa se ha referido este miércoles a la ira, que ha calificado de «vicio destructor» de las relaciones entre las personas, al tiempo que ha denunciado el  doble rasero en el comportamiento de algunos hombres en pareja .  «Hay hombres que contienen su ira en el trabajo, mostrándose tranquilos y compasivos, pero una vez en casa  se vuelven insoportables para sus esposas e hijos », ha denunciado Francisco durante la catequesis de este miércoles, ante cientos de fieles en el Aula Pablo VI del Vaticano. Así, ha señalado que la ira es «un vicio omnipresente», «particularmente oscuro» que es capaz de destruir «las relaciones humanas», en una alocución que ha girado en torno del pecado de la ira.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/papa-francisco-hombres-contienen-ira-trabajo-vez-casa-vuelven-insoportables-esposas-hijos/00031706710341672734449.htm,31 Jan 2024,Categoría no encontrada
El presidente interino del CGPJ amenaza con dimitir si PSOE y PP no llegan a un acuerdo,"Vicente Guilarte ha asegurado que tomará esta decisión justo cuando comienza la mediación del comisario de la UE, Didier Reynders",Autor no encontrado,"El presidente interino del Consejo General del Poder Judicial (CGPJ),  Vicente Guilarte, sopesa dimitir   si la mediación del comisario de Justicia de la UE, Didier Reynders , para que PSOE y PP pacten la renovación del órgano de gobierno de los jueces -después de cinco años estancada-  finalmente fracasa . Así lo ha dejado caer el vocal conservador, donde también ha explicado que si los buenos oficios de Reynders no tienen éxito, recuperaría su trabajo como profesor.  «Que vengan a buscarme a la Universidad de Valladolid» , ha comentado.",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/presidente-interino-cgpj-amenaza-dimitir-psoe-pp-llegan-acuerdo/00031706716862383453852.htm,31 Jan 2024,Categoría no encontrada
Bolaños y González Pons volverán a reunirse con Reynders el 12 de febrero para desbloquear el Poder Judicial,"El ministro de Justicia promete trabajar duro «hasta la última oportunidad». «Somos pesimistas, pero ambiciosos», dice el vicesecretario de institucional del PP",Autor no encontrado,"El ministro de Presidencia, Justicia y Relaciones con las Cortes,  Félix Bolaños , y el vicesecretario de Institucional del PP, Esteban González Pons,  volverán a reunirse  bajo la mediación del comisario de Justicia, Didier Reynders, en Bruselas  el próximo 12 de febrero , en la que será la segunda reunión tutelada por la Comisión Europea para tratar de desbloquear la renovación del Consejo General del Poder Judicial ( CGPJ ).",https://www.lavozdeasturias.es/noticia/actualidad/2024/01/31/bolanos-gonzalez-pons-volveran-reunirse-reynders-12-febrero-desbloquear-poder-judicial/00031706719952228963621.htm,01 Feb 2024,Esteban González Pons
El Gobierno trabaja con la hipótesis de seguir con los Presupuestos prorrogados y centrarse en los de 2025,María Jesús Montero dice que aun es prematuro para saber si podrá contar con el apoyo de Junts a las cuentas públicas del 2024,Gonzalo Bareño,"El inesperado no de  Junts  a la  ley de amnistía  tiene consecuencias directas en el calendario que el Gobierno se había fijado para aprobar los Presupuestos del 2024.  La previsión era tenerlos listos para el mes de abril , pero con la ley de amnistía atascada de nuevo en la Comisión de Justicia  eso se considera ya imposible . La vicepresidenta primera del Gobierno y ministra de Hacienda,  María Jesús Montero , dijo que  aun es prematuro para saber si podrá contar con el apoyo de Junts  a las cuentas públicas del 2024, aunque aseguró que el Gobierno mantiene la voluntad de negociar.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/01/gobierno-trabaja-hipotesis-seguir-presupuestos-prorrogados-centrarse-2025/0003_202402G1P17992.htm,01 Feb 2024,Junts
