titulo,subtitulo,autor,texto,url,fecha,categoria
"La madre de Daniel Sancho, Silvia Bronchalo, denuncia a Rodolfo Sancho por vejaciones: «No puedo más»",Su abogada confirma que presentó la denuncia contra el actor en una comisaría de Alcobendas tras haber recibido mensajes con durísimos insultos: «No ha denunciado absolutamente nada que no pueda ser demostrado»,Autor no encontrado,"Silvia Bronchalo , madre de  Daniel Sancho , ha  denunciado a su expareja y padre de su hijo, Rodolfo Sancho, por insultos y vejaciones.  Fue este jueves, 8 de febrero, cuando presentó dicha denuncia contra el actor en una comisaría de Alcobendas tras haber recibido  mensajes con durísimos insultos.  Así lo ha confirmado su abogada, Carolina Castro.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/madre-daniel-sancho-silvia-bronchalo-denuncia-rodolfo-sancho-vejaciones-puede-/00031707563346691285993.htm,10 Feb 2024,Rodolfo Sancho
Sanidad da la gripe por controlada y retira la obligatoriedad de la mascarilla,"La ministra Mónica García agradece el esfuerzo de las comunidades, los profesionales y los pacientes",Autor no encontrado,"La ministra de  Sanidad ,  Mónica García , ha dado cuenta este viernes de que decae la norma sobre la obligatoriedad del uso de las mascarillas en centros sanitarios ya que  la onda epidémica de gripe y otras infecciones respiratorias «está controlada»  y ha agradecido «el esfuerzo y responsabilidad» de las comunidades, profesionales y pacientes.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/sanidad-ve-gripe-controlada-retira-uso-mascarilla/0003_202402G10P25994.htm,09 Feb 2024,Sanidad
La memoria y la edad de Joe Biden amenazan con lastrar su candidatura,Varios republicanos reclamaron el viernes la inhabilitación política del presidente,Autor no encontrado,"La Casa Blanca fracasaba el jueves en su intento de acallar las críticas sobre la edad de  Joe Biden  con una rueda de prensa. A cuenta de un  nuevo lapsus de memoria  del mandatario, su intervención, que buscaba responder a las dudas levantadas por el informe del fiscal especial,  Robert Hur , terminó teniendo el efecto contrario.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/miguel-palacio-sobre-biden/00031707507059047812280.htm,10 Feb 2024,Categoría no encontrada
"Israel ordena la evacuación de 1,5 millones de palestinos de Rafah",Netanyahu anticipa una «operación masiva» en la ciudad,Andrés Rey,"Benjamin Netanyahu ordenó el viernes al Ejército que se prepare. Necesita un plan para  evacuar a la población de Rafah  antes de que lleguen las tropas y empiece la esperada invasión. Rafah es una de las ciudades más meridionales de la Franja, donde ahora se apiñan  1,5 millones de refugiados  gazatíes (más de la mitad de la población del enclave), y donde, según Tel Aviv, se oculta el último comando de Hamás.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/israel-ordena-evacuacion-15-millones-palestinos-rafah/00031707506775113961990.htm,09 Feb 2024,Benjamin Netanyahu
Tommy Hilfiger: «La ropa debe ser buena o los ''influencers'' no influirán»,El diseñador relega a las celebridades clásicas y se rinde ante los amos de las redes que acumulan millones de seguidores,Autor no encontrado,"El veterano diseñador de  moda   Tommy Hilfiger  volvió este viernes a la  Semana de la Moda de Nueva York  con un desfile concebido como una experiencia que mezclaba entretenimiento y negocios, y en la que  un centenar de  influencers  fueron tan imprescindibles como los modelos .",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/tommy-hilfiger-ropa-debe-buena-influencers-influiran/00031707564159108728966.htm,10 Feb 2024,Semana de la Moda de Nueva York
Detenido un depredador sexual en Santiago que se hizo pasar por una joven en redes sociales para lograr imágenes de menores,Tenía un perfil muy conocido en algunas zonas de Galicia con el que llegó a contar con más de 2.000 seguidores,Xurxo Melchor,La  Policía Nacional  ha detenido en  Santiago  a un  hombre de 29 años  de edad como presunto autor de un delito de corrupción de menores. El arrestado suplantó la identidad de una joven malagueña para crear un  perfil falso  en las  redes sociales . Utilizaba fotografías y vídeos de la afectada para contactar con menores y conseguir imágenes de contenido sexual.,https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/detenido-santiago-hombre-hizo-pasar-joven-redes-sociales-lograr-imagenessexuales-menores/00031707560723887563817.htm,10 Feb 2024,Santiago ciudad
Investigadores de la USC hallan una diana terapéutica para combatir la fibrosis hepática,Un grupo del CiMUS logra un avance importante para evitar la primera causa del trasplante de hígado,Autor no encontrado,"La fibrosis hepática es una enfermedad crónica que se manifiesta en fases avanzadas de hígado graso, se encuentra en la antesala de la  cirrosis , no tiene tratamiento y ocupa el primer puesto entre las causas de trasplante hepático. Ahora, investigadores del CiMUS de la Universidade de Santiago de Compostela ( USC ) del grupo que dirige Rubén Nogueiras, han dado un nuevo salto cualitativo en este campo al descubrir  una posible diana terapéutica  inhibiendo la proteína p63, esencial para que determinadas células del hígado activen su metabolismo durante la fibrosis.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/investigadores-usc-hallan-diana-terapeutica-combatir-fibrosis-hepatica/00031707495324842998953.htm,10 Feb 2024,USC
Los chinos dan la bienvenida al año del dragón,Las celebraciones del Año Nuevo Lunar en el país asiático implican enormes desplazamientos de personas,Autor no encontrado,"China dio hoy la bienvenida al  Año Nuevo Lunar  con numerosos festejos, banquetes y oraciones para celebrar llegada del  dragón , considerado un  símbolo de poder, vitalidad y buena fortuna  en el zodíaco oriental.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/chinos-dan-bienvenida-ano-dragon/00031707565489588349114.htm,10 Feb 2024,China
Esto es lo que hay que hacer para seguir viendo la TDT,Las emisiones estándar desaparecen y los canales pasarán a estar todos en alta definición,Autor no encontrado,"Todos los canales de la  Televisión Digital Terrestre  ( TDT ) pasarán a emitirse únicamente en alta definición a partir del próximo día 14, cuando  cesarán las emisiones estándar (SD) , pero no hay que alarmarse: el 98 % de los aparatos son compatibles con los servicios de HD y si no, hay soluciones.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/seguir-viendo-tdt-partir-miercoles/00031707565904802144734.htm,14 Feb 2024,TDT
Carmen Calvo: «''Zorra'' es la última palabra que escucha una mujer antes de ser violada o tirada por las escaleras»,La presidenta de la Comisión de Igualdad del Congreso cree que ni el Festival de Benidorm ni Eurovisión son el mejor sitio para defender la dignidad de las mujeres,Autor no encontrado,"La presidenta de la Comisión de Igualdad del Congreso, la socialista  Carmen Calvo ,  ha alertado este sábado que «zorra es, en muchas ocasiones, la última palabra que escucha una mujer antes de ser apuñalada, violada o tirada por unas escaleras».",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/carmen-calvo-zorra-ultima-palabra-escucha-mujer-violada-tirada-escaleras/00031707568617737817728.htm,10 Feb 2024,Carmen Calvo
El fiscal jefe de Cádiz denuncia que se lucha contra los narcotraficantes en «absoluta inferioridad»,Los agentes fallecidos en Barbate serán velados este sábado en la Comandancia de la Guardia Civil de la localidad gaditana,Autor no encontrado,"El ministro,  Fernando Grande-Marlaska , se desplazará este sábado a Cádiz  tras la muerte de  dos guardias civiles al ser embestidos por una narcolancha .  El ministro ha estado este viernes en Algeciras donde precisamente ha presentado la ampliación del Plan Especial de Seguridad para el Campo de Gibraltar que, desde su puesta en marcha en el 2018, ha permitido la intervención de 1.700 toneladas de droga y más de 97 millones de euros en metálico procedentes del narcotráfico.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/fiscal-jefe-cadiz-denuncia-lucha-contra-narcotraficantes-absoluta-inferioridad/00031707567845463715170.htm,10 Feb 2024,Categoría no encontrada
"Quinta jornada de protestas agrarias sin incidentes, pero con cortes viarios por toda España",Algunos,Autor no encontrado,"La quinta jornada de  protestas agrarias  está transcurriendo este sábado sin incidentes y con cortes de carreteras en distintos puntos de España, sin que por el momento se haya producido ninguna manifestación en Madrid y a la espera de la concentración convocada por la  Plataforma Nacional por la Defensa del Transporte .",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/quinta-jornada-protestas-agrarias-incidentes-cortes-viarios-espana/00031707568796764674187.htm,10 Feb 2024,Agricultura
PSOE y PP posponen al día 19 su segunda reunión con Reynders para desbloquear el CGPJ,"La enfermedad de González Pons obliga a aplazar la cita, que estaba prevista, también en Bruselas, para el lunes 12",Autor no encontrado,"PSOE  y  PP  han acordado  aplazar al lunes 19 de febrero la segunda reunión  que ambos partidos concertaron mantener en  Bruselas   bajo la mediación del comisario  europeo de Justicia,  Didier Reynders,  para intentar  desbloquear la renovación del Consejo General del Poder Judicial  ( CGPJ ), que acumula cinco años con el mandato caducado.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/psoe-pp-posponen-dia-19-segunda-reunion-reynders-desbloquear-cgpj-enfermedad-ponsbr-/00031707583877489541467.htm,10 Feb 2024,CGPJ
Marlaska anuncia un aumento de medios y asegura que habrá «impunidad cero» tras la muerte de dos guardias civiles en Cádiz,"El ministro ha adelantado el refuerzo de activos para la lucha contra el narcotráfico ante la comandancia de la Guardia Civil de Cádiz, donde se ha instalado la capilla ardiente",Autor no encontrado,"El ministro de Interior,  Fernando Grande-Marlaska , ha aseverado este sábado que habrá  «impunidad cero» contra los narcotraficantes  que este viernes arrollaron con sus narcolanchas a dos agentes de la Guardia Civil causando lo que ha definido como un «asesinato», y ha defendido que «no van a cejar» en  «seguir implementando todos los medios necesarios y precisos»  para luchar contra estas organizaciones criminales.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/marlaska-anuncia-aumento-medios-asegura-habra-impunidad-cero/00031707571920536398907.htm,10 Feb 2024,Narcotráfico
Las nuevas reglas fiscales de la UE ya están listas para aplicarse en el 2025,Eurocámara y Consejo pactan sendas de ajuste de la deuda y del déficit adaptadas para cada país,Autor no encontrado,El   Parlamento Europeo  y el  Consejo  (donde están representados los Veintisiete países de la UE) han llegado este sábado a un acuerdo en torno a las nuevas  reglas fiscales  de la UE.,https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/nuevas-reglas-fiscales-ue-listas-aplicarse-2025/00031707571141929435249.htm,10 Feb 2024,Deuda pública
"La presidenta de Hungría, cercana a Orbán, dimite por un polémico indulto en un caso de pederastia","Horas después, renunció la exministra de Justicia Judit Varga, que iba a ser cabeza de lista del gobernante partido Fidesz en las elecciones europeas",Autor no encontrado,"La presidenta de Hungría,  Katalin Novak , muy cercana al primer ministro ultranacionalista Viktor Orbán,  anunció el sábado su dimisión  tras una semana de controversia por un indulto. Un indulto que, hace un año, concedió al directivo de un hogar infantil que intentó  ocultar casos de pederastia .",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/dimite-presidenta-hungria-katalin-novak-tras-polemico-indulto/00031707584784199973150.htm,10 Feb 2024,Hungría
Transportistas autónomos se suman a los agricultores y anuncian una huelga,La Plataforma Nacional por la Defensa del Transporte arremete contra el Gobierno: «Nos aboca al conflicto»,Autor no encontrado,"La  Plataforma Nacional por la Defensa del Transporte , en la que están integrados miles de pequeños  conductores autónomos , ha decidido esta tarde sumarse a las movilizaciones de los agricultores e iniciarán una   huelga indefinida  como la que  paralizó el país en marzo del 2022. Lo han hecho tras concentrarse a las puertas del estadio Metropolitano de Madrid, donde apenas lograron congregar a varios centenares de agricultores y transportistas.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/transportistas-autonomos-arremeten-contra-gobierno-aboca-conflicto/00031707578707237518327.htm,11 Feb 2024,Transporte
El conservador Stubb mantiene una ligera ventaja en las presidenciales finesas de este domingo,"La campaña electoral de ambos candidatos ha estado marcada por el amplio consenso en cuestiones de política exterior y seguridad, aunque la homosexualidad de Haavisto, el otro candidato, también ha estado en el foco del debate público",Autor no encontrado,"El candidato del partido conservador Kokoomus,  Alexander Stubb , acude a la  segunda y decisiva vuelta de las elecciones presidenciales finlandesas  del domingo con una ligera  ventaja sobre su rival , el ecologista Pekka Haavisto, quien no pierde la esperanza de dar la sorpresa.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/conservador-stubb-mantiene-ligera-ventaja-presidenciales-finesas-domingo/00031707582470654430110.htm,10 Feb 2024,Finlandia
Netanyahu intenta calmar las críticas dándose solo un mes para invadir Rafah,El Ejército israelí acusa a la UNRWA de ceder sus instalaciones a Hamás,Andrés Rey,"Benjamin Netanyahu  les ha dado un mes a sus tropas.  Un mes para invadir y controlar Rafah , antes de que el 10 de marzo empiece el Ramadán. Esa es la manera que el primer ministro de Israel ha encontrado para enfrentarse a una tormenta de críticas internacionales (detenerse nunca ha sido una opción), mientras los soldados y los tanques continúan su avance hacia la ciudad sureña, donde casi un millón y medio de refugiados palestinos están atrapados.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/netanyahu-intenta-calmar-criticas-dandose-solo-mes-invadir-rafah/00031707596718214313730.htm,10 Feb 2024,Benjamin Netanyahu
Dos activistas de Respuesta alimentaria lanzan sopa contra un cuadro de Monet,"La obra expuesta en el Museo de Bellas Artes de Lyon estaba protegida con un cristal, por lo que no sufrió daños",Autor no encontrado,Dos activistas climáticas y sociales lanzaron ayer sopa contra un cuadro del famoso pintor impresionista Claude Monet expuesto en el Museo de Bellas Artes de Lyon (al este de Francia).,https://www.lavozdeasturias.es/noticia/actualidad/2024/02/11/dos-activistas-respuesta-alimentaria-lanzan-sopa-cuadro-monet/0003_202402G11P36994.htm,10 Feb 2024,Pintura
"Miguel ya tiene plaza en la universidad de Oxford con 15 años: «Siempre vi viable que me admitieran, me parecía más fácil que en España»","Con una plaza que ya lleva su nombre en una de las universidades más prestigiosas del mundo, las altas capacidades de este chaval van mucho más allá de lo académico. Cursó en dos años lo equivalente a cuatro y se lanzó a por su sueño sin decírselo a nadie. En Inglaterra ya lo están esperando",NOELIA SILVOSA,"Mientras sus compañeros aprendían a sumar con dos cifras,  Miguel Donaire  lo hacía con seis y escribiendo los dígitos en espejo, es decir, al revés. Misterios de una mente privilegiada. Aun así fue subiendo de curso cuando le correspondía, hasta que un día dijo basta. Corría el año 2017. Su padre enfermó y él no quería molestar, así que empezó a callárselo todo. Hasta que un día su madre se dio cuenta de que se había arrancado la piel de las manos. Era pura desesperación. «Ahí vimos que había un problema y tramitamos una primera adaptación curricular, pero decidimos que mejor estudiara por libre y que aún no saltara de curso, para que pudiera vivir su infancia lo mejor posible», dice su madre,  María José , que recuerda como si fuera hoy un momento que califica de «demoledor»: «Un día me dijo: ‘ Mamá, tú imagínate que a ti te ponen a sumar dos más dos son cuatro todos los días de tu vida durante años. Así me siento yo. Y me estoy volviendo loco ’»",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/siempre-vi-viable-entrar-oxford-me-parecia-facil-espana/0003_202402SY10P10991.htm,11 Feb 2024,Categoría no encontrada
La policía sospecha que un asesino en serie está detrás de la muerte de tres agricultores,Una descuidada huida en el coche de una de sus víctimas permitió a los investigadores relacionar los crímenes,M. C. Cereijo,"Tres muertes violentas en apenas mes y medio  con víctimas del mismo perfil, agricultores de entre 68 y 85 años, han disparado las alarmas. Los investigadores de la Policía Nacional, la Guardia Civil y los Mossos d’Esquadra se han puesto a trabajar de la mano porque todo apunta a que  un asesino en serie puede andar suelto . Dos de los crímenes se produjeron en Navarra y el tercero en Lérida. El asesino, al que han descrito como un hombre alto,  corpulento y especialmente violento , habla español, pero podía ser extranjero. Roba a sus víctimas y se desplaza en sus coches para ir de un lugar a otro.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/policia-sospecha-asesino-serie-detras-muerte-tres-agricultores/00031707582679833307638.htm,19 Feb 2024,Policía Nacional
El récord mundial de fusión nuclear acerca el sueño de la energía limpia,El reactor experimental europeo JET bate una nueva marca,R. ROMAR,"Un pequeño Sol en la Tierra con capacidad de generar energía limpia e ilimitada. En esencia esta es la expectativa que se abre con la fusión nuclear, en la que  se funden los núcleos atómicos liberando una enorme energía y sin generar residuos , a diferencia de la tecnología de fisión que se utiliza en las actuales plantas nucleares. El uso comercial de esta tecnología no será ni mucho menos inmediato, porque aún faltan décadas para que pueda convertirse en realidad, pero que la fusión nuclear es posible y que cada vez está más cerca es algo que se viene demostrando en los últimos años.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/record-mundial-fusion-nuclear-acerca-sueno-energia-limpia/0003_202402G9P28991.htm,09 Feb 2024,Residuos
«No somos conscientes de los problemas que provoca el porno en la intimidad»,"La psicóloga experta en educación sexual Anna Salvia firma «El porno no mola», un manual para niños a partir de 11 años",maría viñas,"Seis meses . Es el plazo que se ha dado el Gobierno para hacer de esa jungla que es internet un lugar seguro para el menor. Lo que pretende, básicamente, es impedir el acceso de niños y adolescentes a todo el  porno  que campa a sus anchas en la red, para lo que  prepara un cortafuegos en forma de aplicación que verifique que el que mira tiene más de 18 , pero no solo; también reforzará la  educación afectivosexual, esa gran tarea pendiente . La ilustradora  Cristina Torrón  lleva años dedicándose a ello con el proyecto  Menstruita , una desacomplejada mirada que ha evolucionado a serie de cuadernos didácticos infantiles con textos de la psicóloga  Ana Salvia . Acaban de publicar  El porno no mola  (Montena).",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/11/importante-aprender-masturbarse-ojos-cerrados-notarlo-/0003_202402G11P36991.htm,11 Feb 2024,Internet
El modelo Bukele se extiende alrededor de América Latina,Otros países de la zona empiezan a considerar las detenciones masivas y las megacárceles como solución contra la violencia,Autor no encontrado,"Nayib Bukele  es el político más popular de América Latina. Más del 80 % de los encuestados en El Salvador han apoyado su gestión en sucesivos sondeos. Pero el polémico presidente, autodefinido como  el «dictador más  cool  [guay] del mundo» , no solo es apreciado dentro de su país. Su popularidad trasciende fronteras y numerosos políticos de América Latina ya copian su discurso y algunos, incluso, sus políticas.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/10/modelo-bukele-extiende-alrededor-america-latina/00031707589142464390766.htm,21 Feb 2024,El Salvador
Google cambia el nombre de su inteligencia artificial IA a Gemini y lanza su aplicación móvil,"La herramienta lanza una suscripción prémium por 19,99 euros al mes",Autor no encontrado,"Google   cambió el nombre de su  chatbot  con  inteligencia artificial  (IA) de Bard a  Gemini  y anunció que a partir de hoy esta tecnología estará disponible en una nueva aplicación Gemini para  Android  y a través de la aplicación de Google en iOS. Además, lanzó una versión «avanzada» de pago.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/google-cambia-nombre-inteligencia-artificial-ia-gemini-lanza-aplicacion-movil/0003_202402G9P53995.htm,08 Feb 2024,Inteligencia artificial
Sunak no logra poner fin a la fuga de diputados «tories»,Ya son 54 legisladores los que han renunciado a la reelección,Autor no encontrado,"Miedo y resignación. Estos son los sentimientos que embargan a un  sector del Partido Conservador  del Reino Unido, que parece haber asumido que son casi  nulas sus posibilidades  de  ganar las próximas elecciones generales  y descarta la remontada que el primer ministro Rishi Sunak viene prometiendo desde su llegada a Downing Street.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/11/sunak-logra-poner-fin-fuga-diputados-tories/0003_202402G11P27991.htm,12 Feb 2024,Rishi Sunak
Zelenski destituye a Zaluzhni al frente de las Fuerzas Armadas con la guerra estancada,"Su relevo, Olexandr Sirski, tendrá el cometido de revertir los avances rusos, no convertir Avdivka en su nueva Bajmut y conservar la popularidad militar",Autor no encontrado,"Las relaciones entre el presidente de  Ucrania ,  Volodímir Zelenski , y el jefe de las  Fuerzas Armadas , Valery Zaluzhni, tocan a su fin. Este jueves, el jefe del Ejecutivo decidió cesar al más reputado general del país  tras meses de desencuentros  en un primer paso de una reforma a fondo de la cúpula militar. Todo con el fin de darle una visión unificada a la campaña militar para rechazar la invasión rusa.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/08/zelenski-destituye-zaluzhni-jefe-fuerzas-armadas/00031707412907670635757.htm,08 Feb 2024,Fuerzas Armadas
Puigdemont dice que si hubiera investido a Feijoo no se le estaría investigando,Acusa a los jueces Manuel García Castellón y Joaquín Aguirre de reactivar causas para impedir el pacto de Junts con el PSOE,Autor no encontrado,"El expresidente catalán y eurodiputado de Junts  Carles Puigdemon t ha dicho este jueves que  si hubiera permitido la investidura del líder del PP, Alberto Núñez Feijoo , como presidente del Gobierno, en lugar de la de Pedro Sánchez, no se le estaría investigando por un delito de terrorismo ni se abriría la puerta a hacerlo por el de alta traición.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/08/puigdemont-dice-hubiera-investido-feijoo-estaria-investigando/00031707418492687494108.htm,09 Feb 2024,Carles Puigdemont
Tercera erupción del volcán de Islandia en los dos últimos meses,Una nueva grieta de tres kilómetros se abrió cerca de la ciudad de Grindavik,Autor no encontrado,"Una nueva erupción volcánica comenzó ayer por la mañana en el suroeste de  Islandia , en la península de Reykjanes,  la tercera en esa zona en los últimos dos meses , según informó la Oficina Meteorológica de este país nórdico.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/tercera-erupcion-volcan-islandia-dos-ultimos-meses/0003_202402G9P28993.htm,09 Feb 2024,Islandia
El Parlamento Europeo condena los ataques contra María Corina Machado y respalda su candidatura,Los eurodiputados instaron a los Veintisiete a endurecer las sanciones contra el régimen de Maduro,Autor no encontrado,"El pleno del  Parlamento Europeo  condenó ayer firmemente los ataques contra la oposición en Venezuela. En particular, contra la candidata presidencial del bloque antichavista,  María Corina Machado , que —según consideró— es apta para presentarse a las próximas elecciones.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/parlamento-europeo-condena-ataques-contra-maria-corina-machado-respalda-candidatura/0003_202402G9P24993.htm,09 Feb 2024,María Corina Machado
"«Mi memoria está bien», responde Biden al fiscal, aunque confunde al presidente de México con el de Egipto",En el documento emitido por el fiscal Robert Hur tras la investigación por retener documentos clasificados indica que el mandatario mostró una «memoria significativamente limitada»,Autor no encontrado,"El presidente de Estados Unidos,  Joe Biden , afirmó hoy que su memoria «está bien» después de que el fiscal especial, Robert Hur, concluyera horas antes que el mandatario retuvo intencionadamente documentos clasificados de su época como vicepresidente, pero decidiera no presentar cargos en su contra. En el documento emitido por el fiscal tras la investigación, este aseguró que Biden mostró una  «memoria significativamente limitada»  durante los interrogatorios que se le hicieron en el 2023.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/08/memoria-bien-responde-biden-fiscal-confunde-presidente-mexico-egipto/00031707430940979501934.htm,09 Feb 2024,Barack Obama
Deniegan la incapacidad a una peluquera con fibromialgia de Ourense alegando que puede «dosificar el esfuerzo» por el hecho de ser autónoma,"Los magistrados dicen que, al ser trabajadora por cuenta propia, la profesional no está sometida a «horarios ni rendimientos predeterminados»",M. Vázquez,"Ser  trabajador autónomo  implica « no estar sometido a horarios  ni rendimientos predeterminados». Eso es, al menos, lo que aseguran los magistrados del Tribunal Superior de Xustiza de Galicia, TSXG, que se agarran a esa afirmación para negarle la incapacidad a una peluquera ourensana que padece   fibromialgia , trastorno ansioso depresivo y tendinopatía calcificante.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/deniegan-incapacidad-peluquera-fibromialgia-poder-dosificar-esfuerzo/0003_202402O9C39910.htm,09 Feb 2024,Fibromialgia
"Bolsonaro y su círculo, investigados por planear el golpe de Estado del 2023",La policía encontró documentos incriminatorios en la oficina del expresidente,Autor no encontrado,"Graves problemas para  Jair Bolsonaro . El expresidente brasileño y su grupo más cercano de ministros y colaboradores militares fueron objetivo ayer de un megaoperativo de la Policía Federal (PF), ordenado por el Supremo Tribunal Federal (STF) por su supuesta participación en la planificación de un Golpe de Estado, en el 2022, que  habría tenido como objetivo la permanencia en el poder del líder ultraderechista .",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/bolsonaro-circulo-investigados-planear-golpe-estado-2023/0003_202402G9P24991.htm,09 Feb 2024,Jair Bolsonaro
El castigo de Milei a los gobernadores argentinos tras la caída de la ley ónmibus,El Gobierno del ultraliberal anunció la eliminación de los subsidios al transporte en el interior del país,Autor no encontrado,"En medio del enfrentamiento con los gobernadores provinciales de Argentina, que tuvo su pico esta semana con la  caída de la ley ómnibus , el Gobierno de  Javier Milei  anunció la  eliminación de los subsidios al transporte  en el interior del país. A través de un comunicado, el Ministerio de Economía, a cargo de Luis Caputo, también anunció la disminución de la asistencia estatal dirigida a las empresas del Área Metropolitana de Buenos Aires (AMBA).",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/milei-castiga-gobernadores-argentinos-tras-caida-ley-onmibus/0003_202402G9P24992.htm,09 Feb 2024,Javier Milei
"Sánchez anuncia 300 millones a Mauritania para frenar la migración irregular, y la UE, 210",El presidente de Canarias se muestra pesimista por el resultado de la iniciativa,Mercedes Lodeiro,"El incesante aumento de llegadas de pateras a las islas Canarias y la intención de frenar el persistente flujo de inmigrantes al archipiélago es la razón de la visita que ayer el presidente del Gobierno español,  Pedro Sánchez , acompañado de la presidenta de la Comisión Europea,  Ursula Von der Leyen , realizó a Mauritania. En su capital, Nuakchot, Sánchez anunció que su Ejecutivo destinará más de  300 millones de euros  a ese país a cambio de una mayor cooperación en el control de los flujos migratorios, pero también remarcó: «Vamos a fortalecer nuestros proyectos de colaboración ya existentes a través del control fronterizo y vamos a ir ponderando distintas fórmulas para facilitar la migración regular».",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/sanchez-anuncia-300-millones-mauritania-frenar-migracion-irregular-ue-210/0003_202402G9P22994.htm,09 Feb 2024,Mauritania
Vox da por zanjada la crisis en Baleares y el grupo parlamentario seguirá «intacto»,"Queda sin efecto la expulsión del presidente de la Cámara y de otra diputada , que volverán a compartir despachos con los cinco díscolos",Autor no encontrado,"La dirección nacional de Vox ha dado por cerrada la crisis del partido en Baleares tras  superar «distintos malentendidos » con los cinco diputados díscolos y acordar con ellos seguir trabajando unidos dentro  del grupo parlamentario, que se mantendrá «intacto», es decir con siete parlamentarios.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/vox-da-zanjada-crisis-baleares-grupo-parlamentario-seguira-intacto/0003_202402G9P22991.htm,10 Feb 2024,Baleares
El ala socialista del Gobierno cree que el acuerdo con Junts está ya muy difícil,La reforma de la Ley de Enjuiciamiento Criminal se enfría por falta de apoyos,Gonzalo Bareño,"El recorrido de la reforma de la  Ley de Enjuiciamiento Criminal  (Lecrim) anunciada por el presidente del Gobierno,  Pedro Sánchez , como una  alternativa para lograr el apoyo de  Junts  a la  ley de amnistía  sin tocar el texto actual , amenaza con ser breve. La propuesta, que buscaría acortar los plazos de instrucción en las investigación de los jueces,  ni siquiera cuenta con el respaldo de una parte del Gobierno.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/ala-socialista-gobierno-cree-acuerdo-junts-dificil/0003_202402G9P21991.htm,09 Feb 2024,Junts
"El papa Francisco: «Nadie se escandaliza si doy la bendición a un empresario explotador, pero sí cuando se la doy a un homosexual»",El Pontífice defiende de nuevo la acogida de las personas homosexuales en la Iglesia y tacha de «hipócritas» a los que critican su inclusión,Autor no encontrado,"El p apa Francisco  ha tachado de  «hipócritas»  a aquellos que  se escandalizan cuando bendice a un homosexual , pero no cuando da su bendición  «a un empresario explotador» . El Pontífice ha vuelto a pronunciarse así  en defensa de la acogida de las personas homosexuales  de la  Iglesia Católica . En concreto, de  Fiducia Supplicans , el documento del Dicasterio de Doctrina de la Fe que permite las bendiciones a las parejas denominadas «irregulares», y que está siendo  ampliamente cuestionado por ala más conservadora de Roma.",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/09/papa-francisco-escandaliza-doy-bendicion-empresario-explotador-doy-homosexual/00031707478048991882706.htm,09 Feb 2024,Matrimonio homosexual
"«Dryas Reciente», cuando el ser humano volvió a la Edad de Hielo",Hace unos 12.900 años se produjo un cambio climático de carácter abrupto,Xavier Fonseca,"Los cambios climáticos suelen producirse a cámara lenta. Sobre todo si lo comparamos con el tiempo de una vida humana. Precisamente la característica que tiene el actual calentamiento global de origen antropogénico es su  velocidad,  que no conoce precedentes. Sin embargo, en el pasado también se han registrado alteraciones climáticas de forma «abrupta».",https://www.lavozdeasturias.es/noticia/actualidad/2024/02/08/dryas-reciente-humano-volvio-edad-hielo/00031707398027915169838.htm,09 Feb 2024,Cambio climático
